TRKRN Oil,TRACKER Oil,NORTHWEST Oil,SOUTHWEST Oil,LGOR Oil,HGOR Oil,B3 LGOR Oil,B1 LGOR Oil,B3 MGOR Oil,B1 MGOR Oil,B3 HGOR Oil,B1 HGOR Oil,NEW A1 LGOR Oil,NEW C1 LGOR Oil,NEW B1 LGOR Oil,NEW B3 LGOR Oil,NEW GENERIC Oil,GANADOR Oil,MUNSON Oil,DISCOVERY Oil,PDP Oil,NEW B3 LGOR Risk90 Oil,NEW B3 LGOR Risk80 Oil,NEW B3 LGOR Risk70 Oil,NEW B3 LGOR Risk90_8750 Oil,NEW B3 LGOR_10k Oil,ESTE Oil,TRACKER-N-ORIG Oil,TRACKER-S-ORIG Oil,MUNSON-8750 Oil,MUNSON-10k Oil
0.707142988,0.386025014,0.445946846,0.326103182,0.773767413,0.165406624,0.607415255,0.774711127,0.828510841,0.45671308,0.572300533,0.489960771,0.362190926,0.362190926,0.362190926,0.500273894,0.43123241,0.500273894,0.522490381,0.445946846,0,0.450246505,0.400219115,0.350191726,0.525287589,0.667031859,0.816254976,0.517464111,0.372717224,0.571473854,0.39500991
0.703506143,0.383710492,0.443267101,0.324153882,0.769787891,0.164405349,0.604291292,0.77072675,0.824249803,0.454364186,0.569357201,0.487440896,0.360247412,0.360247412,0.360247412,0.497589427,0.42891842,0.497589427,0.519803223,0.443267101,0,0.447830485,0.398071542,0.348312599,0.522468899,0.66345257,0.812056965,0.514421387,0.37051123,0.568534775,0.392978381
0.699888001,0.381425077,0.440621131,0.322229024,0.765828854,0.163416787,0.601183431,0.766762917,0.820010671,0.452027371,0.566428966,0.484933987,0.358314383,0.358314383,0.358314383,0.494919444,0.426616913,0.494919444,0.517129883,0.440621131,0,0.445427499,0.395935555,0.346443611,0.519665416,0.659892592,0.807880525,0.511416046,0.36833252,0.565610809,0.3909573
0.696288469,0.37916791,0.438007936,0.320327883,0.761890182,0.162440558,0.598091556,0.76281945,0.815793326,0.449702574,0.563515828,0.482439955,0.35639167,0.35639167,0.35639167,0.492263709,0.424327689,0.492263709,0.514470264,0.438007936,0,0.443037338,0.393810967,0.344584596,0.516876894,0.656351612,0.803725602,0.508447296,0.366180511,0.562701851,0.388946591
0.692707448,0.376938761,0.43542725,0.318450273,0.757971759,0.161476563,0.595015548,0.758896231,0.811597709,0.447389736,0.560617669,0.479958771,0.35447933,0.35447933,0.35447933,0.489622302,0.422050816,0.489622302,0.511824316,0.43542725,0,0.440660072,0.391697842,0.342735612,0.514103417,0.652829736,0.799592031,0.505514526,0.364054749,0.559807846,0.386946219
0.689144845,0.374701012,0.432836676,0.316565348,0.754073524,0.16050896,0.591955347,0.754993201,0.807423643,0.445088798,0.557734429,0.477490345,0.352546127,0.352546127,0.352546127,0.486952078,0.419749103,0.486952078,0.509191992,0.432836676,0,0.43825687,0.389561662,0.340866455,0.511299682,0.649269437,0.795479704,0.502617035,0.361954712,0.556928741,0.384956145
0.685600564,0.372526336,0.430319188,0.314733484,0.7501953,0.159568739,0.588910895,0.75111024,0.803271067,0.442799701,0.554865991,0.475034618,0.350654367,0.350654367,0.350654367,0.484339096,0.417496731,0.484339096,0.506573193,0.430319188,0,0.435905186,0.387471277,0.339037367,0.508556051,0.645785461,0.791388566,0.499754211,0.359879974,0.55406443,0.382976297
0.682074511,0.37037814,0.427832419,0.312923861,0.746337028,0.158640073,0.585882131,0.747247291,0.799139805,0.440522386,0.552012294,0.472591501,0.348772813,0.348772813,0.348772813,0.481740211,0.415256512,0.481740211,0.503967871,0.427832419,0,0.43356619,0.385392169,0.337218148,0.505827222,0.642320282,0.787318453,0.496925446,0.357830078,0.551214859,0.381006638
0.678566593,0.368255654,0.425375476,0.311135833,0.742498589,0.157722622,0.582868939,0.743404175,0.795029797,0.438256763,0.549173279,0.470160966,0.3469013,0.3469013,0.3469013,0.479155196,0.413028248,0.479155196,0.501375977,0.425375476,0,0.431239677,0.383324157,0.335408637,0.503112956,0.638873595,0.783269255,0.494130066,0.355804504,0.548379974,0.37904713
0.675076717,0.366158688,0.422948136,0.309369241,0.738679925,0.156816304,0.579871257,0.739580834,0.790940925,0.436002804,0.546348889,0.467742922,0.345039884,0.345039884,0.345039884,0.476584128,0.410812006,0.476584128,0.498797412,0.422948136,0,0.428925715,0.381267302,0.333608889,0.500413334,0.635445504,0.779240864,0.491367523,0.353802887,0.545559669,0.3770977
0.671604789,0.36405281,0.420510542,0.307595079,0.734880857,0.155906234,0.576888969,0.735777148,0.786873129,0.433760449,0.543539003,0.465337311,0.343158161,0.343158161,0.343158161,0.473985009,0.408571585,0.473985009,0.49623208,0.420510542,0,0.426586508,0.379188007,0.331789506,0.497684259,0.631980012,0.775233225,0.488637207,0.351824768,0.542753838,0.375158274
0.668150716,0.362072116,0.418217905,0.305926326,0.731101326,0.155050353,0.573922015,0.731993058,0.782826233,0.431529608,0.540743563,0.462944074,0.34137694,0.34137694,0.34137694,0.471524709,0.406450825,0.471524709,0.493679932,0.418217905,0,0.424372239,0.377219768,0.330067297,0.495100945,0.628699613,0.771246174,0.485938538,0.349869751,0.539962425,0.373228814
0.664714409,0.360114294,0.415951799,0.304276789,0.727341274,0.154204444,0.570970335,0.728228388,0.778800176,0.429310254,0.537962509,0.460563152,0.339605121,0.339605121,0.339605121,0.469077396,0.404341258,0.469077396,0.491140918,0.415951799,0,0.422169656,0.375261917,0.328354177,0.492531266,0.625436528,0.767279657,0.483270996,0.347937378,0.537185379,0.371309285
0.661295774,0.358113082,0.413635524,0.302590639,0.723600522,0.153339875,0.568033812,0.724483077,0.774794782,0.427102296,0.535195783,0.458194455,0.337782802,0.337782802,0.337782802,0.466560329,0.402171566,0.466560329,0.48861499,0.413635524,0,0.419904296,0.373248263,0.326592231,0.489888346,0.622080439,0.763333509,0.480634033,0.346027283,0.534422646,0.369399649
0.657894721,0.356135207,0.411346317,0.300924097,0.719879011,0.152485479,0.565112385,0.720757067,0.770809991,0.424905706,0.532443266,0.455837954,0.335970315,0.335970315,0.335970315,0.464056843,0.400013579,0.464056843,0.486102051,0.411346317,0,0.417651158,0.371245474,0.32483979,0.487259685,0.618742457,0.759407676,0.4780271,0.344139099,0.531674118,0.367499832
0.65451116,0.354180011,0.409083412,0.299276611,0.716176683,0.151640965,0.562205997,0.71705018,0.766845684,0.422720423,0.529704899,0.45349356,0.3341675,0.3341675,0.3341675,0.461566716,0.397867108,0.461566716,0.483602002,0.409083412,0,0.415410045,0.369253373,0.323096702,0.484645052,0.615422289,0.755502049,0.475449677,0.3422724,0.52893969,0.365609761
0.651145001,0.352247343,0.406846631,0.297648055,0.712493359,0.150806267,0.559314587,0.713362357,0.762901803,0.42054636,0.526980622,0.451161245,0.332374412,0.332374412,0.332374412,0.459090025,0.395732218,0.459090025,0.481114844,0.406846631,0,0.413181022,0.36727202,0.321363017,0.482044526,0.612120033,0.751616519,0.472901245,0.340426849,0.52621936,0.363729435
0.647796154,0.350305488,0.404599271,0.296011705,0.70882898,0.149967685,0.556438037,0.709693538,0.75897817,0.418383486,0.524270377,0.448840917,0.330561761,0.330561761,0.330561761,0.456586313,0.393574037,0.456586313,0.478640479,0.404599271,0,0.410927681,0.36526905,0.319610419,0.479415628,0.60878175,0.747750922,0.470381378,0.338602081,0.523513023,0.361858781
0.64446453,0.348416705,0.402413382,0.294420027,0.705183488,0.149152103,0.553576288,0.706043546,0.755074725,0.416231742,0.521574044,0.44653252,0.328787968,0.328787968,0.328787968,0.454136273,0.391462121,0.454136273,0.476178809,0.402413382,0,0.408722646,0.363309019,0.317895391,0.476843087,0.605515031,0.743905203,0.467889496,0.336797729,0.520820572,0.359997725
0.641150041,0.346549133,0.40025228,0.292845986,0.701556703,0.14834583,0.550729222,0.70241238,0.75119135,0.41409107,0.518891566,0.444235993,0.327023746,0.327023746,0.327023746,0.451699452,0.389361599,0.451699452,0.473729834,0.40025228,0,0.406529507,0.361359562,0.316189616,0.474284425,0.602265936,0.740079307,0.465425201,0.335013458,0.518142006,0.358146266
0.637852598,0.344699252,0.39811425,0.291284255,0.697948569,0.147548607,0.547896839,0.698799865,0.747327986,0.41196138,0.516222881,0.441951277,0.325268938,0.325268938,0.325268938,0.449275635,0.387272287,0.449275635,0.471293457,0.39811425,0,0.404348072,0.359420508,0.314492945,0.471739417,0.599034181,0.736273071,0.462988007,0.333248901,0.515477219,0.356304332
0.634572114,0.342861163,0.395991321,0.289731005,0.694359024,0.146760122,0.54507902,0.695205939,0.743484456,0.409842643,0.513567933,0.439678313,0.323523598,0.323523598,0.323523598,0.446864896,0.385194247,0.446864896,0.46886958,0.395991321,0,0.402178406,0.357491917,0.312805427,0.46920814,0.595819861,0.732486386,0.460577454,0.331503754,0.512826103,0.354471847
0.631308501,0.341002966,0.393845176,0.288160756,0.690787951,0.145964705,0.542275646,0.691630485,0.7396607,0.407734829,0.51092666,0.437417042,0.321759217,0.321759217,0.321759217,0.444427855,0.383093536,0.444427855,0.466458154,0.393845176,0,0.399985069,0.355542284,0.311099498,0.466649248,0.592570473,0.728719197,0.458193115,0.32977771,0.510188606,0.352648776
0.628061674,0.339214248,0.391779276,0.28664922,0.687235231,0.145199053,0.539486719,0.688073443,0.7358566,0.405637849,0.508298945,0.435167404,0.320060863,0.320060863,0.320060863,0.442082015,0.381071439,0.442082015,0.464059131,0.391779276,0,0.397873814,0.353665612,0.309457411,0.464186116,0.589442687,0.724971394,0.455833374,0.328070404,0.507564674,0.350835082
0.624831544,0.337435016,0.389724332,0.2851457,0.683700746,0.144437461,0.536712119,0.684534695,0.732072096,0.403551645,0.505684729,0.432929341,0.318371573,0.318371573,0.318371573,0.439748694,0.379060134,0.439748694,0.461672461,0.389724332,0,0.395773825,0.351798955,0.307824086,0.461736129,0.586331592,0.721242869,0.453489014,0.326380768,0.504954254,0.349030726
0.621618028,0.335635619,0.387646098,0.283625139,0.680184437,0.143667237,0.533951786,0.681014124,0.728307011,0.401476186,0.503084011,0.430702794,0.316663193,0.316663193,0.316663193,0.437389005,0.377026099,0.437389005,0.459298096,0.387646098,0,0.393650105,0.349911204,0.306172304,0.459258455,0.58318534,0.717533512,0.451156708,0.324702179,0.502357292,0.347235674
0.618421038,0.333845869,0.385579006,0.282112731,0.676686245,0.142901143,0.531205663,0.677511668,0.724561345,0.399411383,0.500496614,0.428487672,0.31496403,0.31496403,0.31496403,0.435042047,0.375003039,0.435042047,0.456935938,0.385579006,0,0.391537842,0.348033638,0.304529433,0.456794149,0.580056063,0.713843214,0.448836395,0.323032227,0.499773682,0.34544985
0.615240491,0.33206561,0.383522877,0.280608344,0.67320605,0.142139112,0.52847369,0.674027211,0.720834921,0.397357208,0.497922538,0.426283947,0.313273935,0.313273935,0.313273935,0.432707614,0.372990775,0.432707614,0.454585889,0.383522877,0,0.389436853,0.346166091,0.30289533,0.454342995,0.576943485,0.71017192,0.446528015,0.32137088,0.497203316,0.34367318
0.612076301,0.330294897,0.381477773,0.279112022,0.669743735,0.141381167,0.525755748,0.670560692,0.717127678,0.395313601,0.495361724,0.42409156,0.311592958,0.311592958,0.311592958,0.430385776,0.370989367,0.430385776,0.452247949,0.381477773,0,0.387347198,0.34430862,0.301270043,0.451905064,0.573847701,0.706519522,0.444231506,0.319718079,0.494646194,0.341905666
0.608928385,0.328504805,0.379410286,0.277599325,0.66629924,0.140614926,0.523051779,0.667111994,0.7134395,0.393280503,0.492814083,0.421910452,0.309893642,0.309893642,0.309893642,0.428038606,0.368966124,0.428038606,0.449922021,0.379410286,0,0.385234745,0.342430885,0.299627024,0.449440536,0.570718141,0.702885909,0.441946808,0.318073761,0.492102211,0.340147233
0.605796658,0.326753029,0.377387052,0.276119006,0.662872448,0.139865087,0.520361722,0.663681057,0.709770266,0.391257854,0.490279526,0.419740562,0.308230755,0.308230755,0.308230755,0.425741753,0.366986254,0.425741753,0.447608057,0.377387052,0,0.383167578,0.340593403,0.298019227,0.447028841,0.567655671,0.699270974,0.439673859,0.316437897,0.489571312,0.338397844
0.602681038,0.325010645,0.375374666,0.274646623,0.659463298,0.139119267,0.517685519,0.660267763,0.706119919,0.389245595,0.487758023,0.417581833,0.306576839,0.306576839,0.306576839,0.423457293,0.365017066,0.423457293,0.445306006,0.375374666,0,0.381111563,0.338765834,0.296420105,0.444630157,0.564609724,0.695674606,0.437412598,0.314810455,0.487053444,0.336657461
0.599581442,0.323277501,0.373372952,0.273182049,0.656071672,0.138377404,0.515023051,0.656871993,0.702488339,0.387243697,0.485249486,0.415434204,0.304931749,0.304931749,0.304931749,0.421185023,0.363058386,0.421185023,0.443015771,0.373372952,0,0.379066521,0.336948019,0.294829516,0.442244275,0.561580031,0.69209675,0.435162964,0.313191376,0.4845485,0.334926013
0.596497787,0.32155365,0.371381971,0.271725328,0.652697512,0.137639517,0.51237426,0.653493689,0.698875409,0.385252101,0.482753856,0.413297617,0.303295535,0.303295535,0.303295535,0.418925013,0.361110274,0.418925013,0.440737354,0.371381971,0,0.377032512,0.335140011,0.293247509,0.439871264,0.558566684,0.688537299,0.432924927,0.311580627,0.48205648,0.333203498
0.593429991,0.319810932,0.3693692,0.270252664,0.649340699,0.136893555,0.509739085,0.650132791,0.695281069,0.383270747,0.480271043,0.411172012,0.30164147,0.30164147,0.30164147,0.416640347,0.359140908,0.416640347,0.438470654,0.3693692,0,0.374976312,0.333312277,0.291648243,0.437472364,0.555520462,0.684996142,0.430698395,0.309978149,0.479577278,0.331489842
0.590377973,0.318161239,0.367463869,0.26885861,0.646001114,0.136187412,0.507117468,0.64678912,0.6917052,0.381299576,0.477800988,0.40905736,0.300075749,0.300075749,0.300075749,0.414477704,0.357276727,0.414477704,0.436215576,0.367463869,0,0.373029934,0.331582163,0.290134393,0.43520159,0.552636939,0.681473225,0.428483307,0.308383942,0.477110786,0.329784972
0.587341652,0.316520199,0.365568532,0.267471867,0.642678698,0.135484973,0.50450935,0.643462679,0.688147744,0.379338558,0.475343663,0.406953571,0.298518292,0.298518292,0.298518292,0.412326477,0.355422384,0.412326477,0.433972119,0.365568532,0,0.371093829,0.329861181,0.288628534,0.432942801,0.549768636,0.677968384,0.426279602,0.306797913,0.474657005,0.328088887
0.584320946,0.314832332,0.36361911,0.266045553,0.639373392,0.134762489,0.501914671,0.640153347,0.684608582,0.377387606,0.472898978,0.404860618,0.296916445,0.296916445,0.296916445,0.410113935,0.35351519,0.410113935,0.431740186,0.36361911,0,0.369102542,0.328091148,0.287079755,0.430619632,0.54681858,0.674481564,0.42408725,0.305220032,0.472215828,0.326401515
0.581315776,0.313153514,0.36168014,0.264626887,0.636085078,0.134043879,0.499333313,0.636861007,0.681087655,0.375446688,0.470466844,0.402778409,0.295323239,0.295323239,0.295323239,0.407913331,0.351618285,0.407913331,0.429519727,0.36168014,0,0.367121998,0.326330665,0.285539332,0.428308997,0.543884441,0.671012711,0.421906158,0.303650269,0.469787201,0.324722817
0.578326061,0.311483599,0.359751454,0.263215744,0.632813696,0.13332908,0.496765217,0.633585599,0.677584785,0.373515746,0.468047231,0.400706917,0.293738537,0.293738537,0.293738537,0.40572447,0.349731504,0.40572447,0.427310693,0.359751454,0,0.365152023,0.324579576,0.284007129,0.426010694,0.54096596,0.667561662,0.419736298,0.302088593,0.467371071,0.323052758
0.575351723,0.309822638,0.357833108,0.261812167,0.629559128,0.132618113,0.494210352,0.630327065,0.674099973,0.371594751,0.465640052,0.398646082,0.292162384,0.292162384,0.292162384,0.403547419,0.347854901,0.403547419,0.425113037,0.357833108,0,0.363192677,0.322837935,0.282483193,0.42372479,0.538063225,0.66412836,0.417577576,0.300534943,0.464967384,0.3213913
0.572392682,0.308143499,0.355893768,0.26039323,0.626321315,0.131899366,0.491668632,0.627085285,0.67063304,0.369683642,0.463245246,0.396595844,0.290569035,0.290569035,0.290569035,0.401346616,0.345957826,0.401346616,0.42292666,0.355893768,0,0.361211955,0.321077293,0.280942631,0.421413947,0.535128822,0.660712752,0.415429962,0.298989288,0.462576035,0.319738369
0.569448859,0.3065003,0.353995938,0.259004663,0.623100139,0.131196002,0.489139965,0.623860201,0.667183986,0.367782362,0.460862784,0.394556144,0.289009843,0.289009843,0.289009843,0.399192993,0.344101418,0.399192993,0.420751563,0.353995938,0,0.359273693,0.319354394,0.279435095,0.419152642,0.532257324,0.657314675,0.413293396,0.297451569,0.460197021,0.318093965
0.566520176,0.304865912,0.352108283,0.257623542,0.619895539,0.13049641,0.486624324,0.620651694,0.663752635,0.36589085,0.458492548,0.392526923,0.287459064,0.287459064,0.287459064,0.397050988,0.342255026,0.397050988,0.418587646,0.352108283,0,0.357345889,0.317640791,0.277935692,0.416903538,0.529401318,0.653934072,0.411167816,0.295921783,0.457830238,0.316458015
0.563606555,0.303240192,0.350230639,0.256249745,0.616707398,0.129800528,0.484121618,0.617459645,0.660338926,0.364009077,0.456134507,0.390508152,0.28591656,0.28591656,0.28591656,0.394920415,0.340418487,0.394920415,0.416434863,0.350230639,0,0.355428374,0.315936332,0.276444291,0.414666436,0.526560553,0.650570891,0.409053162,0.294399841,0.455475632,0.314830481
0.56070792,0.301623188,0.348363062,0.254883314,0.613535657,0.129108377,0.48163176,0.614284056,0.656942802,0.362136984,0.453788604,0.388499771,0.284382378,0.284382378,0.284382378,0.392801337,0.338591857,0.392801337,0.414293115,0.348363062,0,0.353521203,0.314241069,0.274960936,0.412441403,0.523735115,0.647225021,0.406949402,0.292885742,0.453133095,0.31321129
0.557824192,0.299988487,0.346475046,0.253501928,0.610380256,0.128408652,0.47915472,0.611124807,0.653564142,0.360274512,0.451454749,0.386501722,0.282831459,0.282831459,0.282831459,0.390659139,0.336745299,0.390659139,0.412162402,0.346475046,0,0.351593225,0.312527311,0.273461397,0.410192096,0.520878852,0.643896353,0.404856445,0.291379425,0.450802628,0.311600442
0.554955295,0.298441045,0.344687811,0.252194279,0.607241077,0.127746276,0.476690408,0.607981779,0.650202829,0.358421601,0.449132912,0.384513944,0.281363374,0.281363374,0.281363374,0.388631357,0.334997365,0.388631357,0.410042627,0.344687811,0,0.349768221,0.310905085,0.27204195,0.408062924,0.518175142,0.640584778,0.402774261,0.289880859,0.448484123,0.309997862
0.552101153,0.29690172,0.34290995,0.25089349,0.604118001,0.127087375,0.474238796,0.604854915,0.646858804,0.356578222,0.446823005,0.382536379,0.279903038,0.279903038,0.279903038,0.386614277,0.333258658,0.386614277,0.407933765,0.34290995,0,0.347952849,0.309291422,0.270629994,0.405944991,0.515485703,0.637290241,0.400702789,0.288389984,0.446177555,0.308403533
0.549261689,0.295318469,0.341081357,0.249555581,0.601011029,0.126409672,0.471799794,0.601744153,0.643532007,0.354744346,0.444524998,0.380568997,0.27840108,0.27840108,0.27840108,0.384539707,0.331470394,0.384539707,0.405835767,0.341081357,0,0.346085736,0.307631766,0.269177795,0.403766693,0.51271961,0.634012634,0.398641968,0.286906799,0.44388287,0.306817418
0.546436829,0.293743707,0.339262568,0.248224846,0.597920042,0.125735603,0.469373314,0.598649377,0.64022232,0.352919883,0.442238802,0.378611739,0.276907226,0.276907226,0.276907226,0.38247633,0.329691778,0.38247633,0.40374856,0.339262568,0,0.344228697,0.305981064,0.267733431,0.401600146,0.50996844,0.630751902,0.396591736,0.285431244,0.441599987,0.305239461
0.543626498,0.292177297,0.337453425,0.246901168,0.594844922,0.125065108,0.466959326,0.595570527,0.636929625,0.351104803,0.439964358,0.376664546,0.275421343,0.275421343,0.275421343,0.380423964,0.327922654,0.380423964,0.40167207,0.337453425,0,0.342381568,0.304339171,0.266296775,0.399445162,0.507231952,0.627507935,0.394552063,0.283963257,0.439328827,0.303669606
0.54083062,0.290619285,0.335653982,0.245584588,0.591785609,0.124398209,0.464557741,0.592507485,0.633653862,0.349299078,0.437701606,0.374727358,0.273943477,0.273943477,0.273943477,0.378382671,0.326163074,0.378382671,0.399606274,0.335653982,0,0.340544404,0.302706137,0.26486787,0.397301805,0.504510228,0.624280678,0.392522888,0.282502838,0.437069363,0.302107836
0.538049121,0.289044222,0.333834845,0.244253598,0.588742045,0.12372401,0.462168501,0.58946019,0.630394972,0.347502618,0.435450489,0.372800117,0.272449488,0.272449488,0.272449488,0.376319108,0.324384298,0.376319108,0.397551099,0.333834845,0,0.338687197,0.301055286,0.263423376,0.395135063,0.501758811,0.621069969,0.39050415,0.281049927,0.434821514,0.300554095
0.535281927,0.287502872,0.332054646,0.242951098,0.58571411,0.123064243,0.459791574,0.586428585,0.627152837,0.345715395,0.433210975,0.370882792,0.270987525,0.270987525,0.270987525,0.374299782,0.322643654,0.374299782,0.395506494,0.332054646,0,0.336869804,0.299439826,0.262009847,0.393014771,0.499066376,0.617875806,0.388495789,0.279604492,0.432585228,0.299008346
0.532528965,0.285969786,0.330283991,0.241655581,0.582701746,0.122408013,0.457426874,0.583412551,0.623927397,0.343937377,0.430982977,0.368975324,0.269533451,0.269533451,0.269533451,0.37229135,0.3209124,0.37229135,0.393472388,0.330283991,0,0.335062215,0.29783308,0.260603945,0.390905918,0.496388467,0.614698082,0.386497742,0.278166473,0.430360424,0.297470534
0.529790162,0.28444483,0.328522727,0.240366934,0.579704894,0.121755263,0.45507431,0.580412028,0.620718535,0.342168506,0.428766435,0.367077685,0.268087136,0.268087136,0.268087136,0.370293637,0.319190386,0.370293637,0.391448755,0.328522727,0,0.333264273,0.29623491,0.259205546,0.388808319,0.49372485,0.611536685,0.384509979,0.27673587,0.428147076,0.295940639
0.527065445,0.282928051,0.326770906,0.239085197,0.576723434,0.121106013,0.452733853,0.577426957,0.617526191,0.340408724,0.426561289,0.365189814,0.266648624,0.266648624,0.266648624,0.368306702,0.317477663,0.368306702,0.389435522,0.326770906,0,0.331476032,0.294645362,0.257814691,0.386722037,0.491075603,0.608391563,0.38253244,0.275312622,0.425945103,0.294418608
0.52435474,0.281394672,0.324999913,0.237789432,0.573757309,0.120449657,0.450405445,0.57445722,0.614350246,0.338657999,0.424367481,0.363311653,0.265194418,0.265194418,0.265194418,0.366298089,0.315746254,0.366298089,0.387432642,0.324999913,0,0.32966828,0.293038472,0.256408663,0.384612994,0.488397453,0.605262605,0.380565063,0.273896698,0.423754452,0.292904403
0.521657977,0.279943143,0.323323453,0.236562833,0.570806458,0.119828337,0.448088996,0.571502758,0.611190641,0.336916274,0.422184951,0.361443142,0.263817881,0.263817881,0.263817881,0.364396757,0.314107319,0.364396757,0.385440063,0.323323453,0,0.327957081,0.291517406,0.25507773,0.382616595,0.485862343,0.602149758,0.378607819,0.272488037,0.421575069,0.291397986
0.518975083,0.278499228,0.321655787,0.235342669,0.567870764,0.119210276,0.445784476,0.568563511,0.608047259,0.335183518,0.420013641,0.359584222,0.26244861,0.26244861,0.26244861,0.36250546,0.312477035,0.36250546,0.383457739,0.321655787,0,0.326254914,0.290004368,0.253753822,0.380630733,0.483340614,0.599052911,0.376660645,0.271086639,0.419406902,0.289899322
0.516305988,0.27701411,0.319940533,0.234087687,0.564950225,0.118574578,0.443491797,0.565639361,0.604920039,0.333459672,0.41785352,0.357734863,0.261040313,0.261040313,0.261040313,0.360560258,0.310800285,0.360560258,0.38148562,0.319940533,0,0.324504232,0.288448207,0.252392181,0.378588271,0.480747011,0.595971956,0.37472348,0.269692444,0.417249897,0.288408373
0.51365062,0.275536954,0.318234476,0.232839433,0.562044666,0.117942289,0.4412109,0.562730249,0.601808923,0.331744677,0.4157045,0.355895037,0.259639613,0.259639613,0.259639613,0.358625551,0.309132582,0.358625551,0.379523633,0.318234476,0,0.322762996,0.286900441,0.251037885,0.376556828,0.478167401,0.592906838,0.372796265,0.26830542,0.415103973,0.286925083
0.511008908,0.274067633,0.316537467,0.231597799,0.559154084,0.117313353,0.438941755,0.559836116,0.598713792,0.330038504,0.413566522,0.354064653,0.258246388,0.258246388,0.258246388,0.356701168,0.307473778,0.356701168,0.377571729,0.316537467,0,0.321031051,0.285360934,0.249690818,0.374536226,0.475601557,0.589857502,0.370878967,0.266925507,0.412969078,0.285449417
0.508380782,0.272606189,0.314849556,0.230362822,0.556278364,0.116687789,0.436684273,0.556956843,0.595634586,0.328341122,0.411439555,0.352243683,0.25686068,0.25686068,0.25686068,0.354787168,0.305823924,0.354787168,0.375629883,0.314849556,0,0.319308451,0.283829734,0.248351017,0.372526526,0.473049557,0.58682384,0.368971527,0.265552704,0.410845184,0.283981355
0.505766174,0.271128752,0.313143173,0.22911433,0.553417444,0.116055378,0.434438395,0.55409243,0.592571248,0.326652473,0.409323512,0.350432097,0.255459854,0.255459854,0.255459854,0.352852286,0.30415607,0.352852286,0.373698022,0.313143173,0,0.317567057,0.282281829,0.2469966,0.3704949,0.470469715,0.583805796,0.367073914,0.264186951,0.408732212,0.282520842
0.503165012,0.269682937,0.311473314,0.227892561,0.550571207,0.115436504,0.432204062,0.5512427,0.589523657,0.324972498,0.407218362,0.348629805,0.254089058,0.254089058,0.254089058,0.350958883,0.302523971,0.350958883,0.371776099,0.311473314,0,0.315862994,0.280767106,0.245671218,0.368506827,0.467945177,0.580803261,0.365186035,0.262828247,0.406630108,0.281067841
0.500577228,0.268244875,0.309812407,0.226677342,0.547739593,0.114820948,0.429981244,0.548407652,0.586491756,0.323301166,0.405124046,0.346836809,0.252725658,0.252725658,0.252725658,0.349075695,0.300900676,0.349075695,0.369864038,0.309812407,0,0.314168125,0.279260556,0.244352986,0.366529479,0.46543426,0.577816181,0.363307892,0.261476532,0.404538792,0.279622297
0.498002752,0.266814439,0.308160309,0.225468568,0.544922543,0.114208657,0.427769852,0.545587169,0.583475425,0.321638419,0.403040476,0.345053019,0.251369534,0.251369534,0.251369534,0.347202557,0.299286045,0.347202557,0.367961816,0.308160309,0,0.312482301,0.277762045,0.24304179,0.364562684,0.462936742,0.574844447,0.361439392,0.260131744,0.402458237,0.278184191
0.495441518,0.265391672,0.306517069,0.224266275,0.542119999,0.113599649,0.425569828,0.54278119,0.580474606,0.319984226,0.400967622,0.343278406,0.250020726,0.250020726,0.250020726,0.345339524,0.297680125,0.345339524,0.366069385,0.306517069,0,0.310805572,0.276271619,0.241737667,0.3626065,0.460452699,0.571888004,0.359580505,0.258793884,0.40038839,0.276753487
0.492893456,0.263953335,0.304855845,0.223050824,0.539331841,0.112983975,0.423381111,0.539989658,0.57748924,0.31833853,0.398905455,0.34151291,0.248657202,0.248657202,0.248657202,0.343456166,0.296056684,0.343456166,0.364186694,0.304855845,0,0.30911055,0.274764933,0.240419317,0.360628975,0.457941555,0.568946797,0.357731171,0.257462891,0.398329197,0.275330147
0.490358498,0.262568778,0.303256736,0.221880819,0.536558069,0.112391322,0.421203643,0.537212512,0.574519207,0.3167013,0.396853885,0.339756502,0.247344706,0.247344706,0.247344706,0.341643289,0.294493998,0.341643289,0.362313672,0.303256736,0,0.30747896,0.273314631,0.239150302,0.358725454,0.455524385,0.566020717,0.355891357,0.256138763,0.396280579,0.273914116
0.487836578,0.261191563,0.301666107,0.22071702,0.533798566,0.111801812,0.419037395,0.534449634,0.571564448,0.315072506,0.394812853,0.338009122,0.246039214,0.246039214,0.246039214,0.339840086,0.29293965,0.339840086,0.360450293,0.301666107,0,0.305856078,0.271872069,0.237888061,0.356832091,0.453120115,0.563109654,0.354061005,0.254821442,0.394242508,0.272505376
0.485327629,0.25979874,0.30005745,0.21954003,0.531053213,0.11120562,0.416882277,0.531700965,0.568624905,0.31345209,0.39278233,0.336270742,0.244718969,0.244718969,0.244718969,0.338016507,0.291367738,0.338016507,0.358596484,0.30005745,0,0.304214856,0.270413205,0.236611555,0.354917332,0.450688675,0.560213556,0.352240051,0.253510895,0.392214905,0.271103871
