Date,SUB-ASSET,PDP Wells Online,PDP Wellhead Prod - Oil (MBbl),PDP Wellhead Prod - Gas (MMcf),PDP WI Prod - NGL - All Streams (MBbl),PDP Wellhead Prod - Water (MBbl),PDP NRI Prod - Oil (MBbl),PDP NRI Prod - Residue Gas - All (MMcf),PDP NRI Prod - NGL - All Streams (MBbl),PDP Opex ($k),Infrastructure / Other Capex,Capex From Prior Periods,BOP Working Capital Balance,Rig Mob / Demob,infra input,agl_opex_per_well_k,,
64070,Farmar,12,0.583782701,3.408440319,0.340844469,0.633814443,0.43783685,1.840557075,0.255633468,0.127634033,0,0,0,0,0,2.5,,
64100,Farmar,12,0.580780297,3.390910585,0.339091498,0.630554725,0.435585046,1.831091016,0.25431874,0.119801914,0,0,0,0,0,2.5,,
64131,Farmar,12,0.577793333,3.373471007,0.337347542,0.627311772,0.433344822,1.821673642,0.253010773,0.112450404,0,0,0,0,0,2.5,,
64162,Farmar,12,0.574821732,3.356121121,0.335612555,0.624085498,0.431116121,1.812304702,0.251709534,0.105550011,0,0,0,0,0,2.5,,
64192,Farmar,12,0.571865414,3.338860466,0.333886492,0.620875816,0.428898881,1.802983946,0.250414987,0.099073052,0,0,0,0,0,2.5,,
64223,Farmar,12,0.5689243,3.321688584,0.332169305,0.617682642,0.426693045,1.793711128,0.249127097,0.092993545,0,0,0,0,0,2.5,,
64253,Farmar,12,0.565998312,3.304605017,0.33046095,0.61450589,0.424498554,1.784486,0.247845832,0.087287101,0,0,0,0,0,2.5,,
64284,Farmar,12,0.563087373,3.287609311,0.328761382,0.611345477,0.422315349,1.775308317,0.246571156,0.081930826,0,0,0,0,0,2.5,,
64315,Farmar,12,0.560191405,3.270701016,0.327070554,0.608201317,0.420143372,1.766177835,0.245303035,0.076903232,0,0,0,0,0,2.5,,
64344,Farmar,12,0.55731033,3.25387968,0.325388422,0.605073328,0.417982565,1.757094312,0.244041437,0.072184151,0,0,0,0,0,2.5,,
64375,Farmar,12,0.554444073,3.237144857,0.323714941,0.601961426,0.415832872,1.748057506,0.242786327,0.067754652,0,0,0,0,0,2.5,,
64405,Farmar,12,0.551592558,3.220496101,0.322050068,0.598865529,0.413694235,1.739067176,0.241537672,0.063596964,0,0,0,0,0,2.5,,
64436,Farmar,12,0.548755708,3.203932971,0.320393756,0.595785554,0.411566596,1.730123084,0.240295439,0.059694407,0,0,0,0,0,2.5,,
64466,Farmar,12,0.545933447,3.187455026,0.318745963,0.59272142,0.409449901,1.721224992,0.239059594,0.056031327,0,0,0,0,0,2.5,,
64497,Farmar,12,0.543125702,3.171061827,0.317106645,0.589673044,0.407344091,1.712372663,0.237830106,0.052593027,0,0,0,0,0,2.5,,
64528,Farmar,12,0.540332397,3.154752939,0.315475758,0.586640346,0.405249112,1.703565862,0.236606941,0.049365715,0,0,0,0,0,2.5,,
64558,Farmar,12,0.537553458,3.138527928,0.313853258,0.583623245,0.403164907,1.694804355,0.235390067,0.046336443,0,0,0,0,0,2.5,,
64589,Farmar,12,0.534788811,3.122386364,0.312239103,0.580621662,0.401091421,1.686087909,0.234179451,0.043493059,0,0,0,0,0,2.5,,
64619,Farmar,12,0.532038383,3.106327815,0.31063325,0.577635515,0.399028599,1.677416291,0.232975061,0.040824156,0,0,0,0,0,2.5,,
64650,Farmar,12,0.5293021,3.090351857,0.309035656,0.574664727,0.396976387,1.668789272,0.231776866,0.038319028,0,0,0,0,0,2.5,,
64681,Farmar,12,0.52657989,3.074458063,0.307446278,0.571709217,0.394934729,1.660206622,0.230584833,0.035967623,0,0,0,0,0,2.5,,
64709,Farmar,12,0.52387168,3.058646012,0.305865074,0.568768907,0.392903571,1.651668113,0.22939893,0.03376051,0,0,0,0,0,2.5,,
64740,Farmar,12,0.521177399,3.042915283,0.304292002,0.56584372,0.39088286,1.643173518,0.228219127,0.031688835,0,0,0,0,0,2.5,,
64770,Farmar,12,0.518496974,3.027265458,0.302727021,0.562933576,0.388872541,1.634722611,0.227045391,0.029744285,0,0,0,0,0,2.5,,
64801,Farmar,12,0.515830335,3.01169612,0.301170089,0.5600384,0.386872561,1.626315167,0.225877692,0.02791906,0,0,0,0,0,2.5,,
64831,Farmar,12,0.513177411,2.996206856,0.299621164,0.557158114,0.384882867,1.617950964,0.224715999,0.026205838,0,0,0,0,0,2.5,,
64862,Farmar,12,0.51053813,2.980797253,0.298080205,0.554292641,0.382903406,1.609629777,0.22356028,0.024597746,0,0,0,0,0,2.5,,
64893,Farmar,12,0.507912424,2.965466903,0.296547171,0.551441905,0.380934126,1.601351387,0.222410505,0.023088333,0,0,0,0,0,2.5,,
64923,Farmar,12,0.505300221,2.950215397,0.295022022,0.54860583,0.378974973,1.593115573,0.221266643,0.021671543,0,0,0,0,0,2.5,,
64954,Farmar,12,0.502701453,2.935042331,0.293504716,0.545784342,0.377025897,1.584922116,0.220128664,0.020341693,0,0,0,0,0,2.5,,
64984,Farmar,12,0.500116051,2.9199473,0.291995214,0.542977364,0.375086845,1.576770798,0.218996538,0.019093448,0,0,0,0,0,2.5,,
65015,Farmar,12,0.497543945,2.904929903,0.290493476,0.540184823,0.373157765,1.568661403,0.217870235,0.0179218,0,0,0,0,0,2.5,,
65046,Farmar,12,0.494985068,2.889989742,0.288999461,0.537406644,0.371238607,1.560593715,0.216749723,0.016822049,0,0,0,0,0,2.5,,
65074,Farmar,12,0.492439351,2.875126418,0.287513129,0.534642753,0.369329319,1.552567519,0.215634975,0.015789783,0,0,0,0,0,2.5,,
65105,Farmar,12,0.489906727,2.860339537,0.286034442,0.531893077,0.36742985,1.544582602,0.21452596,0.01482086,0,0,0,0,0,2.5,,
65135,Farmar,12,0.487387128,2.845628705,0.28456336,0.529157542,0.365540151,1.536638752,0.213422649,0.013911395,0,0,0,0,0,2.5,,
65166,Farmar,12,0.484880487,2.830993532,0.283099844,0.526436076,0.36366017,1.528735757,0.212325012,0.013057738,0,0,0,0,0,2.5,,
65196,Farmar,12,0.482386738,2.816433628,0.281643855,0.523728607,0.361789858,1.520873408,0.21123302,0.012256464,0,0,0,0,0,2.5,,
65227,Farmar,12,0.479905815,2.801948606,0.280195353,0.521035063,0.359929165,1.513051496,0.210146644,0.01150436,0,0,0,0,0,2.5,,
65258,Farmar,12,0.477437651,2.787538081,0.278754302,0.518355371,0.358078041,1.505269811,0.209065856,0.010798408,0,0,0,0,0,2.5,,
65288,Farmar,12,0.47498218,2.77320167,0.277320662,0.515689461,0.356236438,1.497528149,0.207990626,0.010135776,0,0,0,0,0,2.5,,
65319,Farmar,12,0.472539339,2.758938991,0.275894395,0.513037262,0.354404307,1.489826302,0.206920926,0.009513805,0,0,0,0,0,2.5,,
65349,Farmar,12,0.47010906,2.744749666,0.274475463,0.510398703,0.352581598,1.482164065,0.205856728,0.008930001,0,0,0,0,0,2.5,,
65380,Farmar,12,0.467691281,2.730633318,0.273063829,0.507773715,0.350768263,1.474541236,0.204798002,0.008382022,0,0,0,0,0,2.5,,
65411,Farmar,12,0.465285937,2.71658957,0.271659455,0.505162226,0.348964254,1.466957612,0.203744722,0.007867668,0,0,0,0,0,2.5,,
65439,Farmar,12,0.462892963,2.702618049,0.270262304,0.502564169,0.347169524,1.45941299,0.202696859,0.007384878,0,0,0,0,0,2.5,,
65470,Farmar,12,0.460512296,2.688718385,0.268872338,0.499979473,0.345384024,1.451907171,0.201654385,0.006931713,0,0,0,0,0,2.5,,
65500,Farmar,12,0.458143873,2.674890207,0.267489521,0.497408071,0.343607706,1.444439954,0.200617272,0.006506356,0,0,0,0,0,2.5,,
65531,Farmar,12,0.455787631,2.661133148,0.266113816,0.494849893,0.341840524,1.437011142,0.199585494,0.006107101,0,0,0,0,0,2.5,,
65561,Farmar,12,0.453443508,2.647446843,0.264745186,0.492304872,0.340082431,1.429620536,0.198559021,0.005732345,0,0,0,0,0,2.5,,
65592,Farmar,12,0.45111144,2.633830926,0.263383595,0.489772941,0.33833338,1.422267941,0.197537828,0.005380586,0,0,0,0,0,2.5,,
65623,Farmar,12,0.448791366,2.620285036,0.262029007,0.487254031,0.336593324,1.41495316,0.196521887,0.005050413,0,0,0,0,0,2.5,,
65653,Farmar,12,0.446483224,2.606808814,0.260681385,0.484748075,0.334862218,1.407675999,0.195511171,0.0047405,0,0,0,0,0,2.5,,
65684,Farmar,12,0.444186953,2.5934019,0.259340695,0.482255008,0.333140014,1.400436265,0.194505653,0.004449604,0,0,0,0,0,2.5,,
65714,Farmar,12,0.441902491,2.580063938,0.258006899,0.479774763,0.331426668,1.393233766,0.193505307,0.004176559,0,0,0,0,0,2.5,,
65745,Farmar,12,0.439629779,2.566794574,0.256679963,0.477307274,0.329722133,1.386068309,0.192510105,0.00392027,0,0,0,0,0,2.5,,
65776,Farmar,12,0.437368755,2.553593455,0.255359852,0.474852475,0.328026365,1.378939704,0.191520022,0.003679707,0,0,0,0,0,2.5,,
65805,Farmar,12,0.43511936,2.54046023,0.25404653,0.472410301,0.326339319,1.371847762,0.19053503,0.003453906,0,0,0,0,0,2.5,,
65836,Farmar,12,0.432881533,2.527394549,0.252739963,0.469980687,0.324660949,1.364792294,0.189555105,0.00324196,0,0,0,0,0,2.5,,
65866,Farmar,12,0.430655216,2.514396066,0.251440115,0.467563569,0.322991211,1.357773113,0.188580219,0.003043021,0,0,0,0,0,2.5,,
65897,Farmar,12,0.428440349,2.501464434,0.250146952,0.465158882,0.32133006,1.350790032,0.187610347,0.00285629,0,0,0,0,0,2.5,,
65927,Farmar,12,0.426236872,2.488599311,0.24886044,0.462766563,0.319677452,1.343842865,0.186645464,0.002681017,0,0,0,0,0,2.5,,
65958,Farmar,12,0.424044729,2.475800353,0.247580545,0.460386547,0.318033345,1.336931427,0.185685542,0.002516499,0,0,0,0,0,2.5,,
65989,Farmar,12,0.421863859,2.46306722,0.246307232,0.458018772,0.316397692,1.330055535,0.184730558,0.002362077,0,0,0,0,0,2.5,,
66019,Farmar,12,0.419694206,2.450399575,0.245040468,0.455663174,0.314770452,1.323215007,0.183780485,0.002217131,0,0,0,0,0,2.5,,
