Date,SUB-ASSET,PDP Wells Online,PDP Wellhead Prod - Oil (MBbl),PDP Wellhead Prod - Gas (MMcf),PDP WI Prod - NGL - All Streams (MBbl),PDP Wellhead Prod - Water (MBbl),PDP NRI Prod - Oil (MBbl),PDP NRI Prod - Residue Gas - All (MMcf),PDP NRI Prod - NGL - All Streams (MBbl),PDP Opex ($k),Infrastructure / Other Capex,Capex From Prior Periods,BOP Working Capital Balance,Rig Mob / Demob,infra input,agl_opex_per_well_k,,
44135,Farmar,109,181.6561405,983.0705833,132.7145287,498.4030146,136.1356157,552.5449847,99.45809725,1102.367068,0,10136.43562,0,0,0,11.62,,
44165,Farmar,109,194.706153,976.067529,131.7691164,366.502446,145.915475,548.6088456,98.74959221,1023.754406,500,0,0,0,500,11.62,,
44196,Farmar,109,200.5704154,1016.851503,137.274953,306.2019823,150.3102341,571.5319001,102.875742,1010.645929,500,0,0,0,500,11.62,,
44227,Farmar,109,179.016537,979.274345,132.2020366,318.302668,134.1574605,550.4112697,99.07402855,910.3224892,437.5,0,0,0,437.5,7.25,,
44255,Farmar,109,136,799.769,107.968815,259.144648,101.9202747,449.5184348,80.91331826,811.2785502,437.5,,0,0,437.5,7.25,,
44286,Farmar,109,165.858,1076.021937,145.2629614,262.9086905,124.2962715,604.7892538,108.8620657,888.882127,437.5,,0,0,437.5,7.25,,
44316,Farmar,113,147.98112,981.4242,132.492267,380.1273,110.8990912,551.6196179,99.29153123,983.6988137,437.5,0,0,0,437.5,7.25,,
44347,Farmar,113,181.0435805,997.04773,134.6014436,390.79561,135.6765548,560.4009845,100.8721772,976.3269368,187.5,0,0,0,187.5,7.25,,
44377,Farmar,113,184.55517,964.1541,130.1608035,312.981015,138.3081884,541.9127797,97.54430034,926.2162486,187.5,0,0,0,187.5,7.25,,
44408,Farmar,113,160.4637858,1192.414471,149.0518089,261.1629421,120.253773,643.400526,111.7014802,960.9294605,187.5,0,0,0,187.5,7.25,,
44439,Farmar,113,150.3812175,1161.386095,145.1732619,234.0640108,112.6977574,626.6582991,108.7948436,949.1958515,187.5,0,0,0,187.5,7.25,,
44469,Farmar,113,138.5907086,1136.702665,142.0878331,207.2706821,103.8617874,613.339665,106.4825807,910.1168242,187.5,0,0,0,187.5,7.25,,
44500,Farmar,113,141.4140247,1088.69519,108.8695125,210.222189,106.0045948,586.3577764,81.43857878,923.2764513,187.5,0,0,0,187.5,7.25,,1000
44530,Farmar,113,135.8151505,1063.872053,106.3871988,198.3709544,101.8063507,572.9798473,79.58053206,887.9452456,187.5,0,0,0,187.5,7.25,,
44561,Farmar,113,130.9493794,1041.524099,104.152404,188.497553,98.15789758,560.9374293,77.9079747,912.719803,187.5,0,0,0,187.5,7.25,,
44592,Farmar,113,126.6408706,1020.559591,102.0559532,180.6091369,94.92735682,549.6410488,76.33903352,903.2446582,2110.833333,0,0,0,2110.833333,7.25,,
44620,Farmar,113,122.7724443,1000.659472,100.065941,174.1418352,92.02684535,538.9184951,74.84978941,812.9167973,2110.833333,0,0,0,2110.833333,7.25,,
44651,Farmar,113,119.2617494,982.1471402,98.21470778,168.4403555,89.39460365,528.9444554,73.46450612,897.1575692,2110.833333,0,0,0,2110.833333,7.25,,
44681,Farmar,113,116.0484625,964.3643698,96.43643095,163.5610807,86.98538972,519.3635331,72.13382316,865.8583547,1562.5,0,0,175,1387.5,7.25,,
44712,Farmar,113,113.0869153,947.2104107,94.72103503,159.2814264,84.76495245,510.1213819,70.85019073,892.6016571,1387.5,0,0,0,1387.5,7.25,,
44742,Farmar,113,110.3415906,931.0376345,93.10375826,155.3197323,82.70665845,501.4083236,69.64004414,861.9167292,1387.5,0,0,0,1387.5,7.25,,
44773,Farmar,113,107.7842471,914.9239151,91.4923861,151.7282348,80.78932597,492.7264576,68.43422812,888.8902758,1387.5,0,0,400,987.5,7.25,,
44804,Farmar,113,105.3920054,898.881703,89.88816494,148.4608247,78.99579737,484.0825359,67.23368421,887.3036028,987.5,0,0,0,987.5,7.25,,
44834,Farmar,113,103.1460389,883.6697342,88.36696805,145.3960412,77.31195415,475.8863203,66.09532041,857.2429819,987.5,0,0,0,987.5,7.25,,
44865,Farmar,113,101.03064,869.2079529,86.92079007,142.514438,75.7260167,468.0946057,65.01313871,884.443276,187.5,0,0,0,187.5,5.5,,
44895,Farmar,113,99.03255347,855.4281359,85.54280824,139.796528,74.22804453,460.6705865,63.98202504,854.6791596,187.5,0,0,0,187.5,5.5,,
44926,Farmar,113,97.14047741,842.2715468,84.22714972,137.2254922,72.80956205,453.5825777,62.99757904,881.964131,187.5,0,0,0,187.5,5.5,,
44957,Farmar,113,95.34468669,829.5192634,82.95192113,134.7772339,71.46327609,446.7123848,62.04338537,763.5580802,125,0,0,0,125,5.5,,
44985,Farmar,113,93.63674651,817.1391529,81.71391066,132.4352488,70.18286197,440.0426761,61.11703724,688.6926874,125,0,0,0,125,5.5,,
45016,Farmar,113,92.00929006,805.2627921,80.52627419,130.1995174,68.96279409,433.6445291,60.22840555,761.4564505,125,0,0,0,125,5.5,,
45046,Farmar,113,90.45584068,793.8539915,79.38539439,128.0618031,67.79821711,427.4984269,59.37478041,735.9504733,300,0,0,175,125,5.5,,
45077,Farmar,113,88.97067291,782.8804537,78.28804054,126.0147951,66.68483758,421.5869497,58.55374113,759.5523664,125,0,0,0,125,5.5,,
45107,Farmar,113,87.54869695,772.3132039,77.23131605,124.0519648,65.61883783,415.8944604,57.76311821,734.1885529,125,0,0,0,125,5.5,,
45138,Farmar,113,86.18536732,762.0061881,76.20061403,122.1674607,64.59680977,410.3421147,56.99195936,688.0313179,525,0,0,400,125,5.5,,
45169,Farmar,113,84.8766072,751.9436434,75.19436009,120.3560169,63.61569645,404.9214211,56.23908508,687.2103298,125,0,0,0,125,5.5,,
45199,Farmar,113,83.61874424,742.2260387,74.22259927,118.6128726,62.67274344,399.686638,55.51203248,664.2782078,125,0,0,0,125,5.5,,
45230,Farmar,113,82.40846001,732.8145874,73.28145421,116.9337125,61.76546411,394.6168468,54.80789435,685.6607419,125,0,0,0,125,2.5,,
45260,Farmar,113,81.24274406,723.6919318,72.36918869,115.3146106,60.89159943,389.7026825,54.12537139,662.8338234,125,0,0,0,125,2.5,,
45291,Farmar,113,80.11885684,714.8598983,71.48598515,113.7519829,60.04909636,384.9451432,53.46460218,684.2217681,125,0,0,0,125,2.5,,
45322,Farmar,113,79.0342984,706.2923181,70.62922752,112.2425529,59.23607912,380.3301149,52.82362548,683.5396642,125,0,0,0,125,2.5,,
45351,Farmar,113,77.98678109,697.9752058,69.79751657,110.7833116,58.45083318,375.8500522,52.20139535,638.8237681,125,0,0,0,125,2.5,,
45382,Farmar,113,76.9741974,689.9057264,68.99056835,109.3714861,57.69177777,371.5034403,51.59769854,682.2432149,125,0,0,0,125,2.5,,
45412,Farmar,113,75.99461324,682.0714321,68.20713905,108.004521,56.95746357,367.2835649,51.01160463,659.6384379,300,0,0,175,125,2.5,,
45443,Farmar,113,75.0462505,674.4608294,67.44607912,106.6800646,56.24655639,363.1842252,50.44225233,681.028995,125,0,0,0,125,2.5,,
45473,Farmar,113,74.1274649,667.0632028,66.70631623,105.3959334,55.55782435,359.1996525,49.88883952,658.5000477,125,0,0,0,125,2.5,,
45504,Farmar,113,73.2367356,659.8685988,65.98685549,104.1501068,54.89012574,355.3244762,49.35062059,408.9954979,525,0,0,400,125,2.5,,
45535,Farmar,113,72.37265139,652.8677138,65.28676727,102.9407063,54.24240366,351.553682,48.82689928,408.4506718,125,0,0,0,125,2.5,,
45565,Farmar,113,71.53389977,646.0518683,64.60518309,101.7659827,53.61367322,347.8825945,48.3170263,394.7628989,125,0,0,0,125,2.5,,
45596,Farmar,113,70.719259,639.4129363,63.94128996,100.6243042,53.00301917,344.3068306,47.82039198,407.4077169,125,0,0,0,125,2.5,,
45626,Farmar,113,69.92759122,632.943293,63.29432545,99.51414618,52.40958752,340.8222701,47.33642597,393.7820686,125,0,0,0,125,2.5,,
45657,Farmar,113,69.15783511,626.6357976,62.6635761,98.43408401,51.83258286,337.4250817,46.86459432,406.4222615,125,0,0,0,125,2.5,,
45688,Farmar,113,68.40899655,620.4837216,62.04836838,97.38278411,51.27125996,334.1116315,46.40439231,405.9494755,125,0,0,0,125,2.5,,
45716,Farmar,113,67.68013819,614.480658,61.44806163,96.35898679,50.72491596,330.8784641,45.9553407,366.2483077,125,0,0,0,125,2.5,,
45747,Farmar,113,66.97038156,608.6206089,60.86205703,95.36151364,50.19289214,327.7223424,45.51699128,405.0408798,125,0,0,0,125,2.5,,
45777,Farmar,113,66.2788999,602.8978969,60.2897859,94.38925105,49.67456891,324.6402152,45.08891834,391.552268,300,0,0,175,125,2.5,,
45808,Farmar,113,65.60492329,597.3072267,59.73071893,93.4411602,49.16936863,321.629228,44.6707252,404.1781115,125,0,0,0,125,2.5,,
45838,Farmar,113,64.94772275,591.8435515,59.18435131,92.51625607,48.6767444,318.6866574,44.26203458,390.7381276,125,0,0,0,125,2.5,,
45869,Farmar,113,64.30659138,586.5020464,58.65020113,91.61357165,48.1961674,315.8099003,43.86248527,403.3574264,525,0,0,400,125,2.5,,
45900,Farmar,113,63.68087913,581.2781898,58.12781537,90.7322142,47.72714902,312.9965237,43.47173866,402.9617893,125,0,0,0,125,2.5,,
45930,Farmar,113,63.0699687,576.1676406,57.61676054,89.87135338,47.26922731,310.2441904,43.08946992,389.5891338,125,0,0,0,125,2.5,,
45961,Farmar,113,62.47327322,571.1662857,57.11662502,89.03019671,46.82196166,307.550678,42.71537097,402.198012,125,0,0,0,125,2.5,,
45991,Farmar,113,61.89024689,566.2702698,56.62702325,88.20800327,46.38494342,304.9139121,42.34915338,388.8669371,125,0,0,0,125,2.5,,
46022,Farmar,113,61.32035841,561.4757598,56.14757261,87.40405731,45.95777404,302.3318291,41.99053083,401.468582,125,0,0,0,125,2.5,,
46053,Farmar,112,60.67982435,556.3859361,55.63859009,86.56553229,45.47761631,299.5901471,41.6097416,401.1159436,125,0,0,0,125,2.5,,
46081,Farmar,112,60.13519303,551.7860633,55.17860324,85.79656953,45.06938148,297.1129148,41.26568191,361.9866838,125,0,0,0,125,2.5,,
46112,Farmar,112,59.602308,547.277715,54.72776815,85.04395712,44.66995242,294.6849881,40.92846977,400.4333851,125,0,0,0,125,2.5,,
46142,Farmar,112,59.08074377,542.8578188,54.28577861,84.30711715,44.27901005,292.3047091,40.5978754,387.1963701,300,0,0,175,125,2.5,,
46173,Farmar,112,58.57008465,538.523327,53.85232914,83.58549008,43.89624261,289.9704333,40.27367021,399.7793134,125,0,0,0,125,2.5,,
46203,Farmar,112,58.0699509,534.2713445,53.42713111,82.87854471,43.52136575,287.6806049,39.95563844,382.1212892,125,0,0,0,125,2.5,,
46234,Farmar,112,57.5799781,530.099096,53.0099062,82.1857438,43.15410598,285.4337221,39.64357147,394.548307,525,0,0,400,125,2.5,,
46265,Farmar,112,57.09982668,526.004107,52.60040709,81.50661948,42.79420852,283.228455,39.33728427,394.2441349,125,0,0,0,125,2.5,,
46295,Farmar,112,56.62917398,521.984018,52.19839852,80.84072918,42.44143193,281.0635362,39.03660149,381.2380075,125,0,0,0,125,2.5,,
46326,Farmar,112,56.16770802,518.0365186,51.80364849,80.18764478,42.0955417,278.937714,38.74134827,393.6535329,125,0,0,0,125,2.5,,
46356,Farmar,112,55.71512553,514.1593185,51.41592863,79.54695609,41.75631155,276.8497599,38.45135475,380.677475,125,0,0,0,125,2.5,,
46387,Farmar,112,55.27113739,510.3502968,51.03502677,78.91825501,41.42352378,274.7985283,38.16646141,393.0853327,125,0,0,0,125,2.5,,
46418,Farmar,112,54.83546194,506.6073669,50.66073374,78.30113125,41.09696742,272.7828935,37.88651218,392.8091845,0,0,0,0,0,2.5,,
46446,Farmar,112,54.40783747,502.9284915,50.29284598,77.69522916,40.7764463,270.8017599,37.61135472,354.5505547,0,0,0,0,0,2.5,,
46477,Farmar,112,53.98799342,499.3116497,49.93116183,77.10018796,40.46175783,268.854039,37.34083785,392.2719602,0,0,0,0,0,2.5,,
46507,Farmar,112,53.5756828,495.7550023,49.57549709,76.51567208,40.15271627,266.9387388,37.07482367,379.3650709,0,0,0,0,0,2.5,,
46538,Farmar,112,53.17068354,492.2569051,49.22568762,75.94137748,39.84915556,265.0549734,36.81318997,391.7538081,0,0,0,0,0,2.5,,
46568,Farmar,112,52.77277847,488.8157081,48.88156792,75.3770038,39.55091284,263.2018537,36.55581193,378.8724505,0,0,0,0,0,2.5,,
46599,Farmar,112,52.38175865,485.4298233,48.54297913,74.82226627,39.25783143,261.3785239,36.30257164,391.2536152,0,0,0,0,0,2.5,,
46630,Farmar,112,51.99742746,482.0977801,48.20977496,74.27689267,38.9697641,259.5841895,36.05335889,391.0099309,0,0,0,0,0,2.5,,
46660,Farmar,112,51.61959595,478.8181487,47.8818119,73.74062215,38.68656863,257.8180871,35.80806681,378.1648655,0,0,0,0,0,2.5,,
46691,Farmar,112,51.24808099,475.5894875,47.55894601,73.21320307,38.4081085,256.0794333,35.5665875,390.5347918,0,0,0,0,0,2.5,,
46721,Farmar,112,50.88268895,472.4101267,47.24100976,72.69437476,38.13423794,254.3673322,35.32879556,377.7126784,0,0,0,0,0,2.5,,
46752,Farmar,112,50.52324346,469.2786521,46.92786203,72.18389273,37.86482494,252.6810211,35.09458541,390.0751806,0,0,0,0,0,2.5,,
46783,Farmar,112,50.16957249,466.1935435,46.6193514,71.68151756,37.59974068,251.0196801,34.86384368,412.8821022,0,0,0,0,0,2.5,,
46812,Farmar,112,49.82151183,463.1534937,46.31534647,71.18702481,37.33886176,249.3826022,34.63647176,385.8878235,0,0,0,0,0,2.5,,
46843,Farmar,112,49.47889295,460.1572665,46.01572406,70.70018953,37.08206207,247.7691249,34.41237806,412.1254358,0,0,0,0,0,2.5,,
46873,Farmar,112,49.14156372,457.2036928,45.72036637,70.22081109,36.82922764,246.1786155,34.19147394,398.4734709,0,0,0,0,0,2.5,,
46904,Farmar,112,48.80936949,454.2915692,45.42915419,69.74869566,36.58024221,244.6104323,33.97367035,411.3920711,0,0,0,0,0,2.5,,
46934,Farmar,112,48.48217299,451.4196687,45.141964,69.28364702,36.33500311,243.0639069,33.75887499,397.7745886,0,0,0,0,0,2.5,,
46965,Farmar,112,48.15983898,448.5867897,44.85867629,68.82545973,36.09340879,241.5383967,33.54699899,410.6807783,0,0,0,0,0,2.5,,
46996,Farmar,112,47.8422349,445.7918808,44.57918523,68.37395214,35.85536009,240.0333396,33.3379628,410.3330383,0,0,0,0,0,2.5,,
47026,Farmar,112,47.52922737,443.033805,44.30337774,67.92894341,35.62075718,238.5481136,33.13168197,396.7648799,0,0,0,0,0,2.5,,
47057,Farmar,112,47.2206967,440.3116201,44.03115911,67.49026954,35.38950996,237.0822223,32.92808559,409.6526668,0,0,0,0,0,2.5,,
47087,Farmar,112,46.91652586,437.6243582,43.76243318,67.05776207,35.16153095,235.6351364,32.72710155,396.1159108,0,0,0,0,0,2.5,,
47118,Farmar,112,46.61658936,434.9709819,43.49709571,66.63124256,34.93672588,234.2063011,32.52865243,408.9915575,0,0,0,0,0,2.5,,
47149,Farmar,112,46.32075261,432.3506305,43.23506022,66.21050432,34.71499419,232.7952525,32.33267301,408.6678779,0,0,0,0,0,2.5,,
47177,Farmar,112,46.02891006,429.7625249,42.9762499,65.79540431,34.4962565,231.4015705,32.13910639,368.8310118,0,0,0,0,0,2.5,,
47208,Farmar,112,45.74095849,427.2059115,42.72058851,65.38580194,34.28043527,230.0248485,31.94789492,408.0336688,0,0,0,0,0,2.5,,
47238,Farmar,112,45.4567963,424.6800739,42.46800497,64.98156045,34.06745478,228.6647016,31.75898561,394.5705486,0,0,0,0,0,2.5,,
47269,Farmar,111,45.11315102,421.4261062,42.14260796,64.56935788,33.80986032,226.9113209,31.51546067,407.4162147,0,0,0,0,0,2.5,,
47299,Farmar,111,44.83659957,418.9632423,41.89632158,64.17549018,33.60258508,225.585096,31.33126252,393.9807955,0,0,0,0,0,2.5,,
47330,Farmar,111,44.56353591,416.5287408,41.65287154,63.78650039,33.397924,224.2741457,31.14918634,406.8145746,0,0,0,0,0,2.5,,
47361,Farmar,111,44.29382695,414.1217693,41.41217452,63.40221582,33.19577761,222.9780222,30.96916953,406.5193397,0,0,0,0,0,2.5,,
47391,Farmar,111,44.02735773,411.7414249,41.17413999,63.02248806,32.99605967,221.6962408,30.79114407,393.1235568,0,0,0,0,0,2.5,,
47422,Farmar,111,43.76404256,409.3870187,40.93869952,62.64720324,32.79870639,220.4284279,30.61505894,405.939511,0,0,0,0,0,2.5,,
47452,Farmar,111,43.50379622,407.0577897,40.70577651,62.27624374,32.60365306,219.174175,30.44085697,392.5691137,0,0,0,0,0,2.5,,
47483,Farmar,111,43.24654039,404.7531078,40.47530821,61.90949941,32.41084145,217.9331418,30.2684913,405.3733172,0,0,0,0,0,2.5,,
47514,Farmar,111,42.99220625,402.4723648,40.24723388,61.54687863,32.22022012,216.7049983,30.09791578,405.0951317,0,0,0,0,0,2.5,,
47542,Farmar,111,42.74072492,400.214767,40.02147432,61.18828532,32.03173738,215.4893206,29.92907183,365.6439805,0,0,0,0,0,2.5,,
47573,Farmar,111,42.49203803,397.9798015,39.79797765,60.83363935,31.84534916,214.2858311,29.76192029,404.5482278,0,0,0,0,0,2.5,,
47603,Farmar,111,42.24608775,395.7669699,39.57669466,60.48285877,31.66101249,213.0942595,29.59642435,391.2381103,0,0,0,0,0,2.5,,
47634,Farmar,111,42.00280931,393.5757754,39.35757503,60.13585776,31.47867838,211.914338,29.43254651,404.0135082,0,0,0,0,0,2.5,,
47664,Farmar,111,41.76213922,391.4057432,39.1405721,59.79255173,31.2982998,210.7458127,29.27025138,390.7263315,0,0,0,0,0,2.5,,
47695,Farmar,111,41.52402709,389.2564953,38.9256471,59.45287117,31.11983838,209.5884829,29.10951062,403.4904285,0,0,0,0,0,2.5,,
47726,Farmar,111,41.28842469,387.1276701,38.71276468,59.11674878,30.94325802,208.4421458,28.95029731,403.2331122,0,0,0,0,0,2.5,,
47756,Farmar,111,41.05528553,385.0189219,38.50188982,58.78411872,30.76852459,207.3066199,28.79258555,389.9792318,0,0,0,0,0,2.5,,
47787,Farmar,111,40.82456018,382.9298582,38.29298364,58.45491213,30.59560011,206.1816957,28.63634599,402.7266581,0,0,0,0,0,2.5,,
47817,Farmar,111,40.59619097,380.8599447,38.08599228,58.12904655,30.42444205,205.06708,28.48153842,389.4942503,0,0,0,0,0,2.5,,
47848,Farmar,111,40.37012546,378.8085812,37.88085584,57.80645042,30.25501065,203.9624564,28.32811833,398.8821464,0,0,0,0,0,2.5,,
47879,Farmar,111,40.14629958,376.7747375,37.67747134,57.48704084,30.08725825,202.8672706,28.17600891,398.6398988,0,0,0,0,0,2.5,,
47907,Farmar,111,39.92466,374.7577101,37.47576853,57.17074873,29.92114465,201.781146,28.02515844,359.8451543,0,0,0,0,0,2.5,,
47938,Farmar,111,39.70515604,372.75723,37.27572066,56.85750679,29.75663229,200.7039392,27.87554671,398.162365,0,0,0,0,0,2.5,,
47968,Farmar,111,39.48774457,370.7730235,37.07730021,56.54725665,29.59368842,199.6355038,27.72715291,385.0906273,0,0,0,0,0,2.5,,
47999,Farmar,111,39.27238711,368.8048224,36.88047989,56.23994314,29.43228452,198.5756909,27.57995648,394.4340489,0,0,0,0,0,2.5,,
48029,Farmar,111,39.05902126,366.8520212,36.68519984,55.93548545,29.27237353,197.5241789,27.43391332,381.4883906,0,0,0,0,0,2.5,,
48060,Farmar,111,38.8475901,364.9141506,36.49141269,55.63376086,29.11391303,196.4807129,27.28898712,393.9773468,0,0,0,0,0,2.5,,
48091,Farmar,111,38.63804497,362.9908648,36.2990841,55.3346371,28.95686627,195.4451054,27.14515278,393.7520372,0,0,0,0,0,2.5,,
48121,Farmar,111,38.43030861,361.0817044,36.10816824,55.03801805,28.80117574,194.4171094,27.00237569,380.8341902,0,0,0,0,0,2.5,,
48152,Farmar,111,38.22429795,359.1861745,35.91861529,54.74380192,28.64677901,193.396457,26.86061848,393.3071448,0,0,0,0,0,2.5,,
48182,Farmar,111,38.01995502,357.3038564,35.73038338,54.45191355,28.49363205,192.3829228,26.71984993,380.4071877,0,0,0,0,0,2.5,,
48213,Farmar,111,37.81724931,355.4345515,35.543453,54.16231195,28.34171276,191.3764037,26.58005519,392.8694716,0,0,0,0,0,2.5,,
48244,Farmar,111,37.61615567,353.57808,35.35780601,53.87496423,28.19100195,190.3767929,26.44122087,392.6532509,0,0,0,0,0,2.5,,
48273,Farmar,111,37.41664291,351.7341663,35.17341447,53.58983059,28.04147618,189.3839493,26.30332594,367.1201074,0,0,0,0,0,2.5,,
48304,Farmar,111,37.21868274,349.9025713,34.990255,53.30687247,27.89311419,188.3977436,26.1663528,392.2258964,0,0,0,0,0,2.5,,
48334,Farmar,111,37.02224369,348.0831101,34.80830886,53.02603846,27.74589255,187.4180735,26.03028741,379.3690585,0,0,0,0,0,2.5,,
48365,Farmar,111,36.82728273,346.2755397,34.62755182,52.74726119,27.59977897,186.4448096,25.89511182,391.8050784,0,0,0,0,0,2.5,,
48395,Farmar,111,36.63375797,344.4796404,34.44796199,52.470482,27.45474176,185.4778327,25.76080943,378.964845,0,0,0,0,0,2.5,,
48426,Farmar,111,36.44164122,342.6952523,34.26952301,52.19566553,27.3107601,184.5170553,25.62736839,391.3904549,0,0,0,0,0,2.5,,
48457,Farmar,111,36.25091416,340.9222559,34.09222351,51.92278838,27.1678201,183.562415,25.4947794,391.1853989,0,0,0,0,0,2.5,,
48487,Farmar,111,36.06153905,339.1604337,33.91604147,51.65180657,27.02589382,182.613795,25.36302657,378.3694887,0,0,0,0,0,2.5,,
48518,Farmar,111,35.87347111,337.4095304,33.74095085,51.382671,26.88494709,181.6710547,25.23209029,390.7796247,0,0,0,0,0,2.5,,
48548,Farmar,111,35.6866691,335.6693167,33.56692953,51.11533382,26.74494931,180.7340716,25.1019539,377.9795129,0,0,0,0,0,2.5,,
48579,Farmar,111,35.50110383,333.9396162,33.39395952,50.84976053,26.60587862,179.802751,24.97260371,390.3793833,0,0,0,0,0,2.5,,
48610,Farmar,111,35.31676351,332.2203396,33.22203188,50.58593513,26.46772605,178.8770446,24.84403363,390.1812759,0,0,0,0,0,2.5,,
48638,Farmar,111,35.13363632,330.5114088,33.05113889,50.32383926,26.33048272,177.9569121,24.71623731,352.2440586,0,0,0,0,0,2.5,,
48669,Farmar,111,34.95168222,328.812611,32.88125912,50.06340554,26.19411883,177.0422363,24.58919878,389.7889788,0,0,0,0,0,2.5,,
48699,Farmar,111,34.77085807,327.1237504,32.71237292,49.80454463,26.05860172,176.1329091,24.46290358,377.0270918,0,0,0,0,0,2.5,,
48730,Farmar,110,34.21454853,321.6787667,32.1678749,49.35893236,25.64146993,173.195265,24.05489733,389.4015215,0,0,0,0,0,2.5,,
48760,Farmar,110,34.03757217,320.0259008,32.00258805,49.10396093,25.5088379,172.3053471,23.93129775,376.6543897,0,0,0,0,0,2.5,,
48791,Farmar,110,33.86164521,318.3823973,31.83823764,48.85047315,25.37699208,171.4204732,23.80839825,389.0186847,0,0,0,0,0,2.5,,
48822,Farmar,110,33.68675175,316.7481449,31.67481252,48.59845045,25.24592089,170.54058,23.68619096,388.8289503,0,0,0,0,0,2.5,,
48852,Farmar,110,33.51287637,315.1229828,31.51229647,48.34785558,25.11561283,169.6655801,23.56466359,376.1035341,0,0,0,0,0,2.5,,
48883,Farmar,110,33.33998162,313.5066554,31.35066374,48.09863885,24.98603965,168.7953393,23.44379669,388.4527426,0,0,0,0,0,2.5,,
48913,Farmar,110,33.16803584,311.8989842,31.18989645,47.85076567,24.85717783,167.9297599,23.32357715,375.7414779,0,0,0,0,0,2.5,,
48944,Farmar,110,32.99703369,310.2999202,31.02999009,47.60422979,24.72902331,167.068816,23.20400171,388.0806631,0,0,0,0,0,2.5,,
48975,Farmar,110,32.82696883,308.7094127,30.87093932,47.35902217,24.60157102,166.2124758,23.08506572,387.8961468,0,0,0,0,0,2.5,,
49003,Farmar,110,32.65783532,307.127409,30.71273903,47.11513503,24.47481685,165.3607184,22.96676592,350.1920588,0,0,0,0,0,2.5,,
49034,Farmar,110,32.48962695,305.5538543,30.55538355,46.87255946,24.34875591,164.5135079,22.84909798,387.5301249,0,0,0,0,0,2.5,,
49064,Farmar,110,32.322338,303.9886973,30.39886789,46.63128841,24.22338418,163.6708206,22.73205806,374.8534949,0,0,0,0,0,2.5,,
49095,Farmar,110,32.15596225,302.4318915,30.24318744,46.39131342,24.09869688,162.8326303,22.6156428,387.168083,0,0,0,0,0,2.5,,
49125,Farmar,110,31.99049412,300.883383,30.08833654,46.15262685,23.97468978,161.9989073,22.49984771,374.505034,0,0,0,0,0,2.5,,
49156,Farmar,110,31.82592656,299.3431169,29.93430992,45.91521954,23.85135751,161.1696228,22.38466938,386.8099602,0,0,0,0,0,2.5,,
49187,Farmar,110,31.66223586,297.8109276,29.78109088,45.67906614,23.7286826,160.3446871,22.27009496,386.6323395,0,0,0,0,0,2.5,,
49217,Farmar,110,31.49939622,296.2866271,29.62866081,45.44413734,23.60664539,159.5239995,22.15611045,373.9893341,0,0,0,0,0,2.5,,
49248,Farmar,110,31.33739448,294.7701029,29.47700866,45.21041759,23.48523621,158.7074964,22.04270739,386.2798652,0,0,0,0,0,2.5,,
49278,Farmar,110,31.17622592,293.2613134,29.3261294,44.97789993,23.36445123,157.8951585,21.92988254,373.6499943,0,0,0,0,0,2.5,,
49309,Farmar,110,31.01588624,291.7602161,29.1760197,44.74657801,23.24428773,157.0869626,21.81763316,385.9310235,0,0,0,0,0,2.5,,
49340,Farmar,110,30.85637125,290.2667765,29.02667576,44.51644615,23.12474215,156.2828894,21.70595626,385.7579487,0,0,0,0,0,2.5,,
49368,Farmar,110,30.69767647,288.7809563,28.87809393,44.2874975,23.0058112,155.482919,21.59484934,348.2710101,0,0,0,0,0,2.5,,
49399,Farmar,110,30.53979809,287.3027111,28.73026935,44.05972624,22.88749218,154.6870255,21.48430862,385.4144606,0,0,0,0,0,2.5,,
49429,Farmar,110,30.38273154,285.8320065,28.58319898,43.83312639,22.76978159,153.8951931,21.3743319,372.8168145,0,0,0,0,0,2.5,,
49460,Farmar,110,30.22647283,284.3688067,28.43687891,43.60769214,22.65267635,153.1073996,21.26491614,385.0744966,0,0,0,0,0,2.5,,
49490,Farmar,110,30.07101767,282.9130682,28.29130515,43.38341725,22.53617335,152.3236245,21.15605856,372.4895099,0,0,0,0,0,2.5,,
49521,Farmar,110,29.91636189,281.4647569,28.14647385,43.16029581,22.42026931,151.5438494,21.04775618,384.7380218,0,0,0,0,0,2.5,,
49552,Farmar,110,29.76250149,280.0238335,28.00238165,42.93832143,22.30496143,150.7680482,20.94000626,384.5710814,0,0,0,0,0,2.5,,
49582,Farmar,110,29.60943258,278.5902605,27.85902438,42.71748908,22.19024685,149.9962076,20.83280612,372.0048374,0,0,0,0,0,2.5,,
49613,Farmar,110,29.45715088,277.1640029,27.71639859,42.49779247,22.07612214,149.2283053,20.72615293,384.2397715,0,0,0,0,0,2.5,,
49643,Farmar,110,29.30565229,275.7450211,27.57450043,42.27922575,21.96258409,148.4643178,20.62004378,371.6858638,0,0,0,0,0,2.5,,
49674,Farmar,110,29.15493306,274.3332822,27.43332654,42.06178325,21.84963048,147.7042313,20.51447623,383.91186,0,0,0,0,0,2.5,,
49705,Farmar,110,29.00498892,272.9287435,27.2928726,41.845459,21.73725754,146.9480216,20.40944684,383.7491662,0,0,0,0,0,2.5,,
49734,Farmar,110,28.85581592,271.5313738,27.1531356,41.63024708,21.6254626,146.1956718,20.30495393,358.8397443,0,0,0,0,0,2.5,,
