Date,SUB-ASSET,PDP Wells Online,PDP Wellhead Prod - Oil (MBbl),PDP Wellhead Prod - Gas (MMcf),PDP WI Prod - NGL - All Streams (MBbl),PDP Wellhead Prod - Water (MBbl),PDP NRI Prod - Oil (MBbl),PDP NRI Prod - Residue Gas - All (MMcf),PDP NRI Prod - NGL - All Streams (MBbl),PDP Opex ($k),Infrastructure / Other Capex,Capex From Prior Periods,BOP Working Capital Balance,Rig Mob / Demob,infra input,agl_opex_per_well_k
44135,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44165,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44196,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44227,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44255,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44286,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44316,AMCo,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
44347,AMCo,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0
44377,AMCo,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0
44408,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44439,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44469,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44500,AMCo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
44530,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44561,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44592,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44620,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44651,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44681,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44712,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44742,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44773,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44804,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44834,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44865,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44895,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44926,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44957,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44985,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45016,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45046,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45077,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45107,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45138,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45169,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45199,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45230,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45260,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45291,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45322,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45351,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45382,AMCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
