Date,gas_hsc_fee_per_mmbtu,gas_waha_fee_per_mmbtu,oil_trucking_fee_per_bbl,ngl_tnf_per_gal
62032,-0.64,-0.13,-1.25,-0.08
62062,-0.64,-0.13,-1.25,-0.08
62093,-0.64,-0.13,-1.25,-0.08
62124,-0.64,-0.13,-1.25,-0.08
62152,-0.64,-0.13,-1.25,-0.08
62183,-0.64,-0.13,-1.25,-0.08
62213,-0.64,-0.13,-1.25,-0.08
62244,-0.64,-0.13,-1.25,-0.08
62274,-0.64,-0.13,-1.25,-0.08
62305,-0.64,-0.13,-1.25,-0.08
62336,-0.64,-0.13,-1.25,-0.08
62366,-0.64,-0.13,-1.25,-0.08
62397,-0.64,-0.13,-1.25,-0.08
62427,-0.64,-0.13,-1.25,-0.08
62458,-0.64,-0.13,-1.25,-0.08
62489,-0.64,-0.13,-1.25,-0.08
62517,-0.64,-0.13,-1.25,-0.08
62548,-0.64,-0.13,-1.25,-0.08
62578,-0.64,-0.13,-1.25,-0.08
62609,-0.64,-0.13,-1.25,-0.08
62639,-0.64,-0.13,-1.25,-0.08
62670,-0.64,-0.13,-1.25,-0.08
62701,-0.64,-0.13,-1.25,-0.08
62731,-0.64,-0.13,-1.25,-0.08
62762,-0.64,-0.13,-1.25,-0.08
62792,-0.64,-0.13,-1.25,-0.08
62823,-0.64,-0.13,-1.25,-0.08
62854,-0.64,-0.13,-1.25,-0.08
62883,-0.64,-0.13,-1.25,-0.08
62914,-0.64,-0.13,-1.25,-0.08
62944,-0.64,-0.13,-1.25,-0.08
62975,-0.64,-0.13,-1.25,-0.08
63005,-0.64,-0.13,-1.25,-0.08
63036,-0.64,-0.13,-1.25,-0.08
63067,-0.64,-0.13,-1.25,-0.08
63097,-0.64,-0.13,-1.25,-0.08
63128,-0.64,-0.13,-1.25,-0.08
63158,-0.64,-0.13,-1.25,-0.08
63189,-0.64,-0.13,-1.25,-0.08
63220,-0.64,-0.13,-1.25,-0.08
63248,-0.64,-0.13,-1.25,-0.08
63279,-0.64,-0.13,-1.25,-0.08
63309,-0.64,-0.13,-1.25,-0.08
63340,-0.64,-0.13,-1.25,-0.08
63370,-0.64,-0.13,-1.25,-0.08
63401,-0.64,-0.13,-1.25,-0.08
63432,-0.64,-0.13,-1.25,-0.08
63462,-0.64,-0.13,-1.25,-0.08
63493,-0.64,-0.13,-1.25,-0.08
63523,-0.64,-0.13,-1.25,-0.08
63554,-0.64,-0.13,-1.25,-0.08
63585,-0.64,-0.13,-1.25,-0.08
63613,-0.64,-0.13,-1.25,-0.08
63644,-0.64,-0.13,-1.25,-0.08
63674,-0.64,-0.13,-1.25,-0.08
63705,-0.64,-0.13,-1.25,-0.08
63735,-0.64,-0.13,-1.25,-0.08
63766,-0.64,-0.13,-1.25,-0.08
63797,-0.64,-0.13,-1.25,-0.08
63827,-0.64,-0.13,-1.25,-0.08
63858,-0.64,-0.13,-1.25,-0.08
63888,-0.64,-0.13,-1.25,-0.08
63919,-0.64,-0.13,-1.25,-0.08
63950,-0.64,-0.13,-1.25,-0.08
63978,-0.64,-0.13,-1.25,-0.08
64009,-0.64,-0.13,-1.25,-0.08
64039,-0.64,-0.13,-1.25,-0.08
64070,-0.64,-0.13,-1.25,-0.08
64100,-0.64,-0.13,-1.25,-0.08
64131,-0.64,-0.13,-1.25,-0.08
64162,-0.64,-0.13,-1.25,-0.08
64192,-0.64,-0.13,-1.25,-0.08
64223,-0.64,-0.13,-1.25,-0.08
64253,-0.64,-0.13,-1.25,-0.08
64284,-0.64,-0.13,-1.25,-0.08
64315,-0.64,-0.13,-1.25,-0.08
64344,-0.64,-0.13,-1.25,-0.08
64375,-0.64,-0.13,-1.25,-0.08
64405,-0.64,-0.13,-1.25,-0.08
64436,-0.64,-0.13,-1.25,-0.08
64466,-0.64,-0.13,-1.25,-0.08
64497,-0.64,-0.13,-1.25,-0.08
64528,-0.64,-0.13,-1.25,-0.08
64558,-0.64,-0.13,-1.25,-0.08
64589,-0.64,-0.13,-1.25,-0.08
64619,-0.64,-0.13,-1.25,-0.08
64650,-0.64,-0.13,-1.25,-0.08
64681,-0.64,-0.13,-1.25,-0.08
64709,-0.64,-0.13,-1.25,-0.08
64740,-0.64,-0.13,-1.25,-0.08
64770,-0.64,-0.13,-1.25,-0.08
64801,-0.64,-0.13,-1.25,-0.08
64831,-0.64,-0.13,-1.25,-0.08
64862,-0.64,-0.13,-1.25,-0.08
64893,-0.64,-0.13,-1.25,-0.08
64923,-0.64,-0.13,-1.25,-0.08
64954,-0.64,-0.13,-1.25,-0.08
64984,-0.64,-0.13,-1.25,-0.08
65015,-0.64,-0.13,-1.25,-0.08
65046,-0.64,-0.13,-1.25,-0.08
65074,-0.64,-0.13,-1.25,-0.08
65105,-0.64,-0.13,-1.25,-0.08
65135,-0.64,-0.13,-1.25,-0.08
65166,-0.64,-0.13,-1.25,-0.08
65196,-0.64,-0.13,-1.25,-0.08
65227,-0.64,-0.13,-1.25,-0.08
65258,-0.64,-0.13,-1.25,-0.08
65288,-0.64,-0.13,-1.25,-0.08
65319,-0.64,-0.13,-1.25,-0.08
65349,-0.64,-0.13,-1.25,-0.08
65380,-0.64,-0.13,-1.25,-0.08
65411,-0.64,-0.13,-1.25,-0.08
65439,-0.64,-0.13,-1.25,-0.08
65470,-0.64,-0.13,-1.25,-0.08
65500,-0.64,-0.13,-1.25,-0.08
65531,-0.64,-0.13,-1.25,-0.08
65561,-0.64,-0.13,-1.25,-0.08
65592,-0.64,-0.13,-1.25,-0.08
65623,-0.64,-0.13,-1.25,-0.08
65653,-0.64,-0.13,-1.25,-0.08
65684,-0.64,-0.13,-1.25,-0.08
65714,-0.64,-0.13,-1.25,-0.08
65745,-0.64,-0.13,-1.25,-0.08
65776,-0.64,-0.13,-1.25,-0.08
65805,-0.64,-0.13,-1.25,-0.08
65836,-0.64,-0.13,-1.25,-0.08
65866,-0.64,-0.13,-1.25,-0.08
65897,-0.64,-0.13,-1.25,-0.08
65927,-0.64,-0.13,-1.25,-0.08
65958,-0.64,-0.13,-1.25,-0.08
65989,-0.64,-0.13,-1.25,-0.08
66019,-0.64,-0.13,-1.25,-0.08
