Date,SUB-ASSET,PDP Wells Online,PDP Wellhead Prod - Oil (MBbl),PDP Wellhead Prod - Gas (MMcf),PDP WI Prod - NGL - All Streams (MBbl),PDP Wellhead Prod - Water (MBbl),PDP NRI Prod - Oil (MBbl),PDP NRI Prod - Residue Gas - All (MMcf),PDP NRI Prod - NGL - All Streams (MBbl),PDP Opex ($k),Infrastructure / Other Capex,Capex From Prior Periods,BOP Working Capital Balance,Rig Mob / Demob,infra input,agl_opex_per_well_k
44165,Tracker,30,74.32460102,1071.469179,142.6304456,131.6635462,57.64663614,615.2239293,111.8335073,890.4152228,0,0,0,0,0,14.525
44196,Tracker,30,70.35176407,1036.78288,138.0046307,123.8437335,54.59326635,595.4401011,108.2257408,873.4056629,0,0,0,0,0,14.525
44227,Tracker,30,66.87412145,1004.651201,128.5955793,117.0454942,51.91784089,577.1069076,100.8636278,852.73271,0,0,0,0,0,14.525
44255,Tracker,30,63.79428476,974.7776546,121.2548903,111.0659103,49.54634664,560.0564359,95.12057122,823.1153179,0,0,0,0,0,9.0625
44286,Tracker,30,61.04025974,946.9120697,117.7811299,105.754579,47.42402575,544.1469863,92.40873867,810.2899569,1410,0,0,0,1410,9.0625
44316,Tracker,30,58.55743699,925.3375991,114.5310341,100.9972824,45.50930584,531.7748957,89.87079445,795.6512919,0,0,0,0,0,9.0625
44347,Tracker,30,56.30347999,900.8048525,111.4818926,96.7054836,43.76993107,517.7609692,87.4891327,781.194263,160,0,0,0,160,9.0625
44377,Tracker,30,54.24494353,877.730261,108.6141199,92.80931678,42.18040035,504.5764417,85.24856636,759.2441409,1250,0,0,0,1250,9.0625
44408,Tracker,30,52.35498583,855.9771402,105.9107108,89.25279992,40.72023029,492.1437948,83.13590382,742.267465,0,0,0,0,0,9.0625
44439,Tracker,30,50.61174953,835.4261316,103.3568154,85.9904645,39.37272952,480.3953211,81.13962699,729.0631765,0,0,0,0,0,9.0625
44469,Tracker,30,48.99722543,815.9725068,100.9394089,82.98493577,38.12413452,469.2716057,79.24962293,701.7132572,1818,0,0,0,1818,9.0625
44500,Tracker,30,47.49640173,797.5239426,98.64700586,80.20516265,36.96296599,458.7202228,77.45697833,677.5142559,44,0,0,0,44,9.0625
44530,Tracker,30,46.09665147,779.998622,96.46942786,77.62510562,35.87956025,448.6947437,75.75378796,644.9321919,480,0,0,0,480,9.0625
44561,Tracker,30,44.78725056,763.3238092,94.39762891,75.22273363,34.86570597,439.1538416,74.1330267,635.5090974,1250,0,0,0,1250,9.0625
44592,Tracker,30,43.55902223,747.4345215,92.42352466,72.97926534,33.91437159,430.060622,72.58841156,626.5945495,0,0,0,0,0,9.0625
44620,Tracker,30,42.40406421,732.2725578,90.53987585,70.87857689,33.01949844,421.3819997,71.11431726,618.1444741,0,0,0,0,0,9.0625
44651,Tracker,30,41.31552053,717.7855581,88.74016797,68.90673435,32.17582798,413.0882322,69.70568043,610.1200749,1250,0,0,0,1250,9.0625
44681,Tracker,30,40.28740991,703.9263038,87.01853052,67.05162343,31.3787691,405.1524584,68.357936,602.4870435,0,0,0,0,0,9.0625
44712,Tracker,30,39.31448473,690.6520609,85.36964502,65.30265841,30.62429252,397.5503934,67.06694839,558.3456955,1280,0,0,0,1280,9.0625
44742,Tracker,30,38.39211838,677.9240667,83.78869031,63.65053985,29.90884286,390.2599863,65.82896626,551.5720574,1250,0,0,0,1250,9.0625
44773,Tracker,30,37.51621213,665.7070266,82.27127588,62.08705997,29.22927049,383.2611592,64.64057416,545.0989052,0,0,0,0,0,9.0625
44804,Tracker,30,36.6831192,653.9687763,80.81340112,60.60494587,28.58277088,376.5356084,63.49865821,538.9050619,0,0,0,0,0,9.0625
44834,Tracker,30,35.88958381,646.3278987,79.86521924,59.19772213,27.96683936,372.0806419,62.74306154,534.2628096,1250,0,0,0,1250,9.0625
44865,Tracker,30,35.13268615,635.4614262,78.51575098,57.85962,27.37922824,365.8528211,61.6857899,528.5720513,0,0,0,0,0,9.0625
44895,Tracker,30,34.40979936,624.9926096,77.21573108,56.58535012,26.8179156,359.8520869,60.66713846,523.1083583,0,0,0,0,0,6.875
44926,Tracker,30,33.71855274,614.8986564,75.96232312,55.37019212,26.28107534,354.0654703,59.68489756,517.8573424,1250,0,0,0,1250,6.875
44957,Tracker,30,33.05680072,605.1585603,74.75291455,54.20994722,25.76705389,348.4810017,58.73703168,512.8059335,0,0,0,0,0,6.875
44985,Tracker,30,32.42259493,595.7529193,73.58509253,53.10081893,25.27434992,343.0876329,57.82166141,507.9421595,0,0,0,0,0,6.875
45016,Tracker,30,31.81416207,586.6637696,72.45662268,52.03936093,24.80159584,337.8751307,56.93704375,503.2550394,0,0,0,0,0,6.875
45046,Tracker,30,31.22988339,577.8744822,71.36543604,51.02243913,24.34754336,332.8340081,56.08156875,498.7344764,0,0,0,0,0,6.875
45077,Tracker,30,30.66827754,569.369587,70.3096084,50.04719615,23.91104915,327.9554445,55.25373382,496.1711558,480,0,0,0,480,6.875
45107,Tracker,30,30.12798813,561.1347125,69.28735291,49.11102138,23.49106667,323.2312682,54.45214734,480.556481,480,0,0,0,480,6.875
45138,Tracker,30,29.60776745,553.156491,68.29700562,48.21152062,23.08663306,318.6538349,53.67551048,463.2825092,0,0,0,0,0,6.875
