trade_date,counterparty,commodity,contract,hedge_type,contract_year,contract_months,vol_per_month,vol_unit,swap_price,call_price,premium,contract_start_mth,contract_end_mth,contract_length_months,contract_total_volume
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Jan - Jan,46774,MMBtu,2.83,0,0,43496,43496,1,46774
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Feb - Feb,41766,MMBtu,2.83,0,0,43524,43524,1,41766
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Mar - Mar,37224,MMBtu,2.83,0,0,43555,43555,1,37224
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Apr - Apr,33098,MMBtu,2.83,0,0,43585,43585,1,33098
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,May - May,29137,MMBtu,2.83,0,0,43616,43616,1,29137
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Jun - Jun,25306,MMBtu,2.83,0,0,43646,43646,1,25306
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Jul - Jul,21764,MMBtu,2.83,0,0,43677,43677,1,21764
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Aug - Aug,18482,MMBtu,2.83,0,0,43708,43708,1,18482
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Sep - Sep,15363,MMBtu,2.83,0,0,43738,43738,1,15363
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Oct - Oct,12295,MMBtu,2.83,0,0,43769,43769,1,12295
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Nov - Nov,9335,MMBtu,2.83,0,0,43799,43799,1,9335
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2019,Dec - Dec,6374,MMBtu,2.83,0,0,43830,43830,1,6374
43193,Fifth Third Bank,Gas,Henry Hub,Swaps - Fixed Price,2020,Jan - Dec,200000,MMBtu,2.762,0,0,43861,44196,12,2400000
