TRKRN Water,TRACKER Water,NORTHWEST Water,SOUTHWEST Water,LGOR Water,HGOR Water,B3 LGOR Water,B1 LGOR Water,B3 MGOR Water,B1 MGOR Water,B3 HGOR Water,B1 HGOR Water,NEW A1 LGOR Water,NEW C1 LGOR Water,NEW B1 LGOR Water,NEW B3 LGOR Water,NEW GENERIC Water,GANADOR Water,MUNSON Water,DISCOVERY Water,PDP Water,NEW B3 LGOR Risk90 Water,NEW B3 LGOR Risk80 Water,NEW B3 LGOR Risk70 Water,NEW B3 LGOR Risk90_8750 Water,NEW B3 LGOR_10k Water,ESTE Water,TRACKER-N-ORIG Water,TRACKER-S-ORIG Water,MUNSON-8750 Water,MUNSON-10k Water
0.555647786,0.53408206,0.617134688,0.451029432,0.353299203,0.274902085,0.323387012,0.373217831,0.329420176,0.181263777,0.294553637,0.107729611,0.395179737,0.395179737,0.395179737,0.545622602,0.470401169,0.545622602,0.568504395,0.617134688,0,0.491060342,0.436498081,0.381935821,0.572903732,0.727496802,1.746878225,0.608636841,0.608636841,0.621801682,0.429797137
0.551573385,0.530504463,0.612990492,0.448018434,0.350724062,0.273040835,0.32101571,0.370483934,0.327002192,0.179931966,0.292389461,0.106937312,0.392928839,0.392928839,0.392928839,0.542542476,0.467735658,0.542542476,0.565376758,0.612990492,0,0.488288228,0.434033981,0.379779733,0.5696696,0.723389968,1.734370914,0.604594543,0.604594543,0.618380829,0.4274326
0.547558289,0.526919266,0.608837638,0.445000895,0.348186219,0.271175914,0.318678924,0.367789821,0.324619464,0.178619588,0.290256841,0.106156588,0.390670953,0.390670953,0.390670953,0.539452425,0.465061689,0.539452425,0.562288428,0.608837638,0,0.485507182,0.43156194,0.377616697,0.566425046,0.7192699,1.722041414,0.600608215,0.600608215,0.615002968,0.42509778
0.543601227,0.523554083,0.604939764,0.442168403,0.345684816,0.269425695,0.316375914,0.365134577,0.322271192,0.177326216,0.288155095,0.105387179,0.388549611,0.388549611,0.388549611,0.536548914,0.462549262,0.536548914,0.559238623,0.604939764,0,0.482894022,0.429239131,0.37558424,0.563376359,0.715398552,1.709885903,0.596676697,0.596676697,0.611667244,0.422792086
0.539700928,0.520234468,0.601094799,0.439374138,0.343219113,0.267699424,0.31410594,0.36251743,0.319956637,0.176051433,0.286083573,0.104628848,0.386455017,0.386455017,0.386455017,0.533681694,0.460068355,0.533681694,0.556226611,0.601094799,0,0.480313525,0.426945355,0.373577186,0.560365779,0.711575592,1.697900885,0.592798828,0.592798828,0.608372856,0.420514964
0.535856222,0.516847959,0.59717248,0.436523437,0.340788311,0.265938614,0.311868321,0.359937493,0.317675089,0.174794841,0.284041624,0.103881345,0.384316231,0.384316231,0.384316231,0.530753665,0.457534948,0.530753665,0.55325166,0.59717248,0,0.477678298,0.424602932,0.371527565,0.557291348,0.707671553,1.686082539,0.588973511,0.588973511,0.605119003,0.41826586
0.532065887,0.513507662,0.593303814,0.433711509,0.338391699,0.264202081,0.309662346,0.357394025,0.315425866,0.173556069,0.282028595,0.103144446,0.382204621,0.382204621,0.382204621,0.52786252,0.455033571,0.52786252,0.550313037,0.593303814,0,0.475076268,0.422290016,0.369503764,0.554255646,0.703816694,1.674427696,0.585199707,0.585199707,0.601904884,0.41604422
0.528328807,0.510212137,0.589487125,0.430937149,0.336028568,0.262489064,0.307487365,0.354886258,0.313208258,0.172334718,0.280043926,0.102417923,0.380119365,0.380119365,0.380119365,0.52500715,0.452563257,0.52500715,0.547410059,0.589487125,0,0.472506435,0.42000572,0.367505005,0.551257507,0.700009533,1.662932861,0.581476257,0.581476257,0.598729752,0.413849529
0.524643809,0.506960954,0.585721911,0.428199997,0.333698205,0.260799331,0.305342697,0.352413421,0.311021613,0.171130447,0.278086964,0.101701568,0.378060231,0.378060231,0.378060231,0.522185173,0.450122702,0.522185173,0.54454209,0.585721911,0,0.469966656,0.417748138,0.365529621,0.548294432,0.696246897,1.651594649,0.577802246,0.577802246,0.595592911,0.411681305
0.521009878,0.50370062,0.581946219,0.425455022,0.331399961,0.259105075,0.303227749,0.349974804,0.308865282,0.169942887,0.276157177,0.100995167,0.375992687,0.375992687,0.375992687,0.519337351,0.447665019,0.519337351,0.541708398,0.581946219,0,0.467403616,0.415469881,0.363536146,0.545304219,0.692449802,1.640410111,0.574176697,0.574176697,0.592493561,0.409538995
0.517425944,0.500535435,0.57828083,0.422790041,0.329133125,0.257460486,0.301141899,0.347569726,0.306738641,0.168771682,0.274254001,0.100298505,0.373975014,0.373975014,0.373975014,0.51655059,0.445262802,0.51655059,0.538908447,0.57828083,0,0.464895531,0.413240472,0.361585413,0.54237812,0.68873412,1.62937597,0.570598511,0.570598511,0.589431114,0.407422194
0.513890991,0.497411956,0.574663849,0.420160063,0.326897104,0.255837784,0.299084557,0.345197448,0.304641069,0.167616521,0.272376847,0.099611389,0.371968325,0.371968325,0.371968325,0.513778864,0.442873595,0.513778864,0.536136084,0.574663849,0,0.462400978,0.411023091,0.359645205,0.539467807,0.685038485,1.618489277,0.567066895,0.567066895,0.586398842,0.405326249
0.510404002,0.494328911,0.571093798,0.417564024,0.324691248,0.254236296,0.297055129,0.342857346,0.302572004,0.166477064,0.270525209,0.098933621,0.369972345,0.369972345,0.369972345,0.51102193,0.440497137,0.51102193,0.533378711,0.571093798,0,0.459919737,0.408817544,0.357715351,0.536573026,0.681362573,1.607747083,0.563580872,0.563580872,0.583382965,0.403241637
0.506963959,0.491285938,0.567570255,0.415001621,0.322514935,0.25265583,0.295053024,0.340548741,0.300530854,0.165352985,0.268698585,0.098265014,0.367987134,0.367987134,0.367987134,0.508279869,0.438133502,0.508279869,0.530635547,0.567570255,0,0.457451882,0.406623895,0.355795909,0.533693863,0.677706492,1.597146439,0.560139526,0.560139526,0.580382629,0.401167767
0.503570048,0.488233008,0.564035286,0.41243073,0.320367632,0.251070395,0.293077768,0.338271041,0.298517056,0.164243989,0.266896471,0.097605377,0.365980264,0.365980264,0.365980264,0.505507893,0.435744079,0.505507893,0.527906494,0.564035286,0,0.454957104,0.404406315,0.353855525,0.530783288,0.674010525,1.586684725,0.556742004,0.556742004,0.577397728,0.399104566
0.500221202,0.485364258,0.560713674,0.410014842,0.318248717,0.249580791,0.291128739,0.336023565,0.296530048,0.163149764,0.265118365,0.096954546,0.364080582,0.364080582,0.364080582,0.502883969,0.433482275,0.502883969,0.525191455,0.560713674,0,0.452595572,0.402307175,0.352018778,0.528028168,0.670511959,1.576359208,0.553387451,0.553387451,0.574428154,0.397051959
0.496916656,0.482531268,0.557433558,0.407628977,0.316157658,0.248109936,0.289205494,0.333805779,0.294569326,0.162070014,0.263363792,0.09631233,0.362190926,0.362190926,0.362190926,0.500273894,0.43123241,0.500273894,0.522490381,0.557433558,0,0.450246505,0.400219115,0.350191726,0.525287589,0.667031859,1.566167159,0.550075134,0.550075134,0.571473854,0.39500991
0.493655446,0.479638115,0.554083876,0.405192353,0.314093892,0.246608024,0.28730747,0.331617063,0.292634388,0.161004474,0.261632279,0.095678564,0.360247412,0.360247412,0.360247412,0.497589427,0.42891842,0.497589427,0.519803223,0.554083876,0,0.447830485,0.398071542,0.348312599,0.522468899,0.66345257,1.556106066,0.546804138,0.546804138,0.568534775,0.392978381
0.490436757,0.476781347,0.550776414,0.402786279,0.312056886,0.24512518,0.285434193,0.329456883,0.290724671,0.159952846,0.259923382,0.095053088,0.358314383,0.358314383,0.358314383,0.494919444,0.426616913,0.494919444,0.517129883,0.550776414,0,0.445427499,0.395935555,0.346443611,0.519665416,0.659892592,1.546173417,0.54357373,0.54357373,0.565610809,0.3909573
0.487259776,0.473959887,0.54750992,0.400409854,0.310046137,0.243660838,0.28358519,0.327324647,0.288839702,0.158914865,0.258236657,0.094435737,0.35639167,0.35639167,0.35639167,0.492263709,0.424327689,0.492263709,0.514470264,0.54750992,0,0.443037338,0.393810967,0.344584596,0.516876894,0.656351612,1.536366699,0.540383118,0.540383118,0.562701851,0.388946591
0.484123688,0.471173452,0.544284062,0.398062841,0.308061112,0.242214844,0.281759986,0.325219823,0.286979035,0.157890264,0.25657169,0.093826349,0.35447933,0.35447933,0.35447933,0.489622302,0.422050816,0.489622302,0.511824316,0.544284062,0,0.440660072,0.391697842,0.342735612,0.514103417,0.652829736,1.526683619,0.537231628,0.537231628,0.559807846,0.386946219
0.481027679,0.468376265,0.541045846,0.395706685,0.306101368,0.24076344,0.279958109,0.323141907,0.285142198,0.156878806,0.254928036,0.093224776,0.352546127,0.352546127,0.352546127,0.486952078,0.419749103,0.486952078,0.509191992,0.541045846,0,0.43825687,0.389561662,0.340866455,0.511299682,0.649269437,1.517121775,0.534118408,0.534118408,0.556928741,0.384956145
0.477971039,0.465657921,0.537898986,0.393416856,0.304166371,0.239353109,0.278179145,0.321090337,0.283328688,0.155880211,0.253305341,0.092630863,0.350654367,0.350654367,0.350654367,0.484339096,0.417496731,0.484339096,0.506573193,0.537898986,0,0.435905186,0.387471277,0.339037367,0.508556051,0.645785461,1.507678981,0.531042908,0.531042908,0.55406443,0.382976297
0.474953003,0.462972675,0.534790524,0.391154826,0.302255706,0.237960109,0.276422648,0.319064698,0.281538119,0.15489424,0.25170313,0.092044476,0.348772813,0.348772813,0.348772813,0.481740211,0.415256512,0.481740211,0.503967871,0.534790524,0,0.43356619,0.385392169,0.337218148,0.505827222,0.642320282,1.498352944,0.528004333,0.528004333,0.551214859,0.381006638
0.47197286,0.460319568,0.531719345,0.388919791,0.300368871,0.236583934,0.274688204,0.317064428,0.279770048,0.153920673,0.250121078,0.09146546,0.3469013,0.3469013,0.3469013,0.479155196,0.413028248,0.479155196,0.501375977,0.531719345,0,0.431239677,0.383324157,0.335408637,0.503112956,0.638873595,1.489141589,0.525002075,0.525002075,0.548379974,0.37904713
0.469029846,0.45769836,0.52868517,0.386711551,0.298505452,0.235224456,0.27297537,0.315089083,0.27802403,0.152959258,0.2485588,0.090893682,0.345039884,0.345039884,0.345039884,0.476584128,0.410812006,0.476584128,0.498797412,0.52868517,0,0.428925715,0.381267302,0.333608889,0.500413334,0.635445504,1.48004284,0.5220354,0.5220354,0.545559669,0.3770977
0.466123301,0.455066013,0.525638177,0.384493849,0.296665004,0.23385935,0.271283761,0.31313819,0.276299681,0.152009787,0.247015911,0.090329015,0.343158161,0.343158161,0.343158161,0.473985009,0.408571585,0.473985009,0.49623208,0.525638177,0,0.426586508,0.379188007,0.331789506,0.497684259,0.631980012,1.471054623,0.51910376,0.51910376,0.542753838,0.375158274
0.463252563,0.452590145,0.522772382,0.382407908,0.294847112,0.232575529,0.269612992,0.311211303,0.274596586,0.151072024,0.245492042,0.089771312,0.34137694,0.34137694,0.34137694,0.471524709,0.406450825,0.471524709,0.493679932,0.522772382,0,0.424372239,0.377219768,0.330067297,0.495100945,0.628699613,1.462174753,0.516206421,0.516206421,0.539962425,0.373228814
0.460416972,0.450142868,0.519939749,0.380345986,0.293051393,0.231306665,0.267962678,0.30930801,0.272914331,0.150145761,0.243986867,0.089220455,0.339605121,0.339605121,0.339605121,0.469077396,0.404341258,0.469077396,0.491140918,0.519939749,0,0.422169656,0.375261917,0.328354177,0.492531266,0.625436528,1.453401592,0.513342896,0.513342896,0.537185379,0.371309285
0.457615865,0.447641352,0.517044406,0.378238299,0.291277371,0.230009813,0.266332433,0.307427836,0.27125259,0.149230791,0.24250003,0.088676318,0.337782802,0.337782802,0.337782802,0.466560329,0.402171566,0.466560329,0.48861499,0.517044406,0,0.419904296,0.373248263,0.326592231,0.489888346,0.622080439,1.444732955,0.510512482,0.510512482,0.534422646,0.369399649
0.454848633,0.445169009,0.514182896,0.376155122,0.289524723,0.228728218,0.264721904,0.305570366,0.269610949,0.148326892,0.241031205,0.088138774,0.335970315,0.335970315,0.335970315,0.464056843,0.400013579,0.464056843,0.486102051,0.514182896,0,0.417651158,0.371245474,0.32483979,0.487259685,0.618742457,1.436167204,0.507714661,0.507714661,0.531674118,0.367499832
0.452114665,0.442725014,0.511354264,0.374095764,0.287793032,0.227461447,0.263130735,0.303735217,0.267989053,0.147433887,0.239580069,0.087607713,0.3341675,0.3341675,0.3341675,0.461566716,0.397867108,0.461566716,0.483602002,0.511354264,0,0.415410045,0.369253373,0.323096702,0.484645052,0.615422289,1.427702373,0.504948853,0.504948853,0.52893969,0.365609761
0.44941335,0.440309179,0.508558289,0.372060069,0.286081915,0.2262094,0.26155857,0.301921973,0.266386546,0.146551568,0.238146293,0.08708301,0.332374412,0.332374412,0.332374412,0.459090025,0.395732218,0.459090025,0.481114844,0.508558289,0,0.413181022,0.36727202,0.321363017,0.482044526,0.612120033,1.419336715,0.502214478,0.502214478,0.52621936,0.363729435
0.44674413,0.43788186,0.505749089,0.370014631,0.284391046,0.224951527,0.260005084,0.300130249,0.264803103,0.145679744,0.236729583,0.086564552,0.330561761,0.330561761,0.330561761,0.456586313,0.393574037,0.456586313,0.478640479,0.505749089,0,0.410927681,0.36526905,0.319610419,0.479415628,0.60878175,1.411068481,0.499511017,0.499511017,0.523513023,0.361858781
0.444106445,0.435520881,0.503016728,0.368025033,0.28272001,0.223728154,0.258469951,0.298359691,0.263238368,0.14481822,0.235329614,0.086052229,0.328787968,0.328787968,0.328787968,0.454136273,0.391462121,0.454136273,0.476178809,0.503016728,0,0.408722646,0.363309019,0.317895391,0.476843087,0.605515031,1.402896035,0.496837952,0.496837952,0.520820572,0.359997725
0.441499685,0.433186416,0.50031535,0.366057482,0.281068542,0.222518745,0.256952816,0.296609855,0.261692016,0.143966836,0.233946117,0.085545938,0.327023746,0.327023746,0.327023746,0.451699452,0.389361599,0.451699452,0.473729834,0.50031535,0,0.406529507,0.361359562,0.316189616,0.474284425,0.602265936,1.394817736,0.494194763,0.494194763,0.518142006,0.358146266
0.438923391,0.430874065,0.497642812,0.364105319,0.279436225,0.22132291,0.255453413,0.294880444,0.260163721,0.143125412,0.232578784,0.085045567,0.325268938,0.325268938,0.325268938,0.449275635,0.387272287,0.449275635,0.471293457,0.497642812,0,0.404348072,0.359420508,0.314492945,0.471739417,0.599034181,1.386831948,0.491580902,0.491580902,0.515477219,0.356304332
0.436376953,0.428576454,0.494989151,0.362163756,0.277822766,0.220140184,0.253971387,0.293171074,0.258653158,0.142293743,0.231227347,0.084551013,0.323523598,0.323523598,0.323523598,0.446864896,0.385194247,0.446864896,0.46886958,0.494989151,0,0.402178406,0.357491917,0.312805427,0.46920814,0.595819861,1.378937031,0.488995911,0.488995911,0.512826103,0.354471847
0.433859914,0.426253707,0.49230647,0.360200945,0.276227807,0.218947057,0.25250647,0.291481418,0.25716006,0.141471694,0.22989151,0.084062179,0.321759217,0.321759217,0.321759217,0.444427855,0.383093536,0.444427855,0.466458154,0.49230647,0,0.399985069,0.355542284,0.311099498,0.466649248,0.592570473,1.371131457,0.486439301,0.486439301,0.510188606,0.352648776
0.431371714,0.42401781,0.489724095,0.358311525,0.274651083,0.217798579,0.251058338,0.289811122,0.255684073,0.140659088,0.228571021,0.08357897,0.320060863,0.320060863,0.320060863,0.442082015,0.381071439,0.442082015,0.464059131,0.489724095,0,0.397873814,0.353665612,0.309457411,0.464186116,0.589442687,1.363413806,0.483910614,0.483910614,0.507564674,0.350835082
0.428911896,0.42179377,0.487155415,0.356432125,0.273092239,0.216656191,0.249626723,0.288159861,0.254224928,0.139855762,0.22726563,0.083101275,0.318371573,0.318371573,0.318371573,0.439748694,0.379060134,0.439748694,0.461672461,0.487155415,0,0.395773825,0.351798955,0.307824086,0.461736129,0.586331592,1.355782548,0.481409363,0.481409363,0.504954254,0.349030726
0.426480001,0.419544523,0.484557623,0.354531424,0.271551009,0.215500856,0.24821136,0.286527278,0.252782361,0.139061569,0.22597504,0.082629018,0.316663193,0.316663193,0.316663193,0.437389005,0.377026099,0.437389005,0.459298096,0.484557623,0,0.393650105,0.349911204,0.306172304,0.459258455,0.58318534,1.348236155,0.47893512,0.47893512,0.502357292,0.347235674
0.424075495,0.417307336,0.481973758,0.352640914,0.270027065,0.214351715,0.246811938,0.284913108,0.251356075,0.13827633,0.224699044,0.08216209,0.31496403,0.31496403,0.31496403,0.435042047,0.375003039,0.435042047,0.456935938,0.481973758,0,0.391537842,0.348033638,0.304529433,0.456794149,0.580056063,1.340773315,0.476487427,0.476487427,0.499773682,0.34544985
0.421697947,0.415082013,0.479403597,0.350760429,0.268520114,0.213208668,0.245428205,0.283317025,0.249945774,0.137499913,0.22343736,0.081700409,0.313273935,0.313273935,0.313273935,0.432707614,0.372990775,0.432707614,0.454585889,0.479403597,0,0.389436853,0.346166091,0.30289533,0.454342995,0.576943485,1.333392719,0.474065857,0.474065857,0.497203316,0.34367318
0.419346924,0.412868622,0.476847216,0.348890028,0.267029887,0.21207175,0.24405991,0.281738732,0.248551222,0.136732169,0.222189781,0.081243894,0.311592958,0.311592958,0.311592958,0.430385776,0.370989367,0.430385776,0.452247949,0.476847216,0,0.387347198,0.34430862,0.301270043,0.451905064,0.573847701,1.326092838,0.471669983,0.471669983,0.494646194,0.341905666
0.417021942,0.410631007,0.474262857,0.346999156,0.26555612,0.21092239,0.24270677,0.280177905,0.247172151,0.13597295,0.220956042,0.080792448,0.309893642,0.309893642,0.309893642,0.428038606,0.368966124,0.428038606,0.449922021,0.474262857,0,0.385234745,0.342430885,0.299627024,0.449440536,0.570718141,1.318872469,0.469299408,0.469299408,0.492102211,0.340147233
0.414722621,0.408441286,0.471733815,0.345148757,0.264098544,0.20979763,0.241368565,0.278634306,0.245808281,0.135222109,0.219735934,0.08034599,0.308230755,0.308230755,0.308230755,0.425741753,0.366986254,0.425741753,0.447608057,0.471733815,0,0.383167578,0.340593403,0.298019227,0.447028841,0.567655671,1.311730302,0.466953705,0.466953705,0.489571312,0.338397844
0.412448502,0.406263306,0.469218332,0.343308279,0.262656865,0.208678901,0.240045028,0.27710758,0.244459389,0.134479512,0.218529221,0.079904438,0.306576839,0.306576839,0.306576839,0.423457293,0.365017066,0.423457293,0.445306006,0.469218332,0,0.381111563,0.338765834,0.296420105,0.444630157,0.564609724,1.304665026,0.464632477,0.464632477,0.487053444,0.336657461
0.410199178,0.404096876,0.46671619,0.341477562,0.261230846,0.207566105,0.238735922,0.27559752,0.24312521,0.13374504,0.217335681,0.079467712,0.304931749,0.304931749,0.304931749,0.421185023,0.363058386,0.421185023,0.443015771,0.46671619,0,0.379066521,0.336948019,0.294829516,0.442244275,0.561580031,1.29767555,0.462335358,0.462335358,0.4845485,0.334926013
0.407974269,0.401942062,0.464227464,0.33965666,0.259820219,0.206459276,0.237441024,0.274103801,0.241805521,0.133018532,0.216155122,0.079035736,0.303295535,0.303295535,0.303295535,0.418925013,0.361110274,0.418925013,0.440737354,0.464227464,0,0.377032512,0.335140011,0.293247509,0.439871264,0.558566684,1.290760453,0.460061981,0.460061981,0.48205648,0.333203498
0.405773366,0.399763665,0.4617115,0.33781583,0.258424749,0.205340333,0.236160099,0.272626214,0.240500071,0.132299883,0.214987306,0.078608431,0.30164147,0.30164147,0.30164147,0.416640347,0.359140908,0.416640347,0.438470654,0.4617115,0,0.374976312,0.333312277,0.291648243,0.437472364,0.555520462,1.283918643,0.45781192,0.45781192,0.479577278,0.331489842
0.403596064,0.397701549,0.459329836,0.336073262,0.257044168,0.204281118,0.234892909,0.271164465,0.239208652,0.131588945,0.213832042,0.078185714,0.300075749,0.300075749,0.300075749,0.414477704,0.357276727,0.414477704,0.436215576,0.459329836,0,0.373029934,0.331582163,0.290134393,0.43520159,0.552636939,1.277149029,0.455584869,0.455584869,0.477110786,0.329784972
0.401442006,0.395650249,0.456960664,0.334339834,0.255678271,0.203227459,0.233639248,0.269718286,0.237931027,0.130885616,0.212689136,0.077767525,0.298518292,0.298518292,0.298518292,0.412326477,0.355422384,0.412326477,0.433972119,0.456960664,0,0.371093829,0.329861181,0.288628534,0.432942801,0.549768636,1.270450407,0.453380432,0.453380432,0.474657005,0.328088887
0.399310811,0.393540415,0.454523887,0.332556942,0.254326819,0.202143733,0.232398892,0.268287471,0.23666696,0.13018976,0.211558368,0.077353785,0.296916445,0.296916445,0.296916445,0.410113935,0.35351519,0.410113935,0.431740186,0.454523887,0,0.369102542,0.328091148,0.287079755,0.430619632,0.54681858,1.263821687,0.451198303,0.451198303,0.472215828,0.326401515
0.397202123,0.391441892,0.452100175,0.330783608,0.252989576,0.201065818,0.231171636,0.266871753,0.235416259,0.129501276,0.210439558,0.076944426,0.295323239,0.295323239,0.295323239,0.407913331,0.351618285,0.407913331,0.429519727,0.452100175,0,0.367121998,0.326330665,0.285539332,0.428308997,0.543884441,1.257261777,0.449038086,0.449038086,0.469787201,0.324722817
0.395115611,0.389354499,0.449689317,0.32901968,0.251666305,0.199993619,0.229957285,0.265470866,0.234178716,0.128820014,0.20933253,0.076539373,0.293738537,0.293738537,0.293738537,0.40572447,0.349731504,0.40572447,0.427310693,0.449689317,0,0.365152023,0.324579576,0.284007129,0.426010694,0.54096596,1.250769583,0.446899475,0.446899475,0.467371071,0.323052758
0.393050868,0.387278297,0.447291385,0.327265209,0.250356828,0.19892717,0.228755605,0.264084631,0.232954108,0.128145901,0.208237077,0.076138562,0.292162384,0.292162384,0.292162384,0.403547419,0.347854901,0.403547419,0.425113037,0.447291385,0,0.363192677,0.322837935,0.282483193,0.42372479,0.538063225,1.244335057,0.444782166,0.444782166,0.464967384,0.3213913
0.391007614,0.385179373,0.44486721,0.325491537,0.24906088,0.197849048,0.227566431,0.262712813,0.23174223,0.12747879,0.207153035,0.075741924,0.290569035,0.290569035,0.290569035,0.401346616,0.345957826,0.401346616,0.42292666,0.44486721,0,0.361211955,0.321077293,0.280942631,0.421413947,0.535128822,1.237935373,0.442685791,0.442685791,0.462576035,0.319738369
0.388985494,0.383125375,0.442494922,0.323755829,0.247778046,0.196794003,0.226389557,0.261355145,0.230542903,0.12681859,0.206080227,0.0753494,0.289009843,0.289009843,0.289009843,0.399192993,0.344101418,0.399192993,0.420751563,0.442494922,0,0.359273693,0.319354394,0.279435095,0.419152642,0.532257324,1.231568674,0.440610046,0.440610046,0.460197021,0.318093965
0.386982829,0.38108239,0.440135353,0.322029427,0.246503722,0.195744615,0.225224006,0.260010087,0.229355565,0.126165228,0.205018505,0.074961066,0.287459064,0.287459064,0.287459064,0.397050988,0.342255026,0.397050988,0.418587646,0.440135353,0,0.357345889,0.317640791,0.277935692,0.416903538,0.529401318,1.225234741,0.438554657,0.438554657,0.457830238,0.316458015
0.384992574,0.37905024,0.437788299,0.320312181,0.245235955,0.194700792,0.224065678,0.258672844,0.228175982,0.125516366,0.203964095,0.074575544,0.28591656,0.28591656,0.28591656,0.394920415,0.340418487,0.394920415,0.416434863,0.437788299,0,0.355428374,0.315936332,0.276444291,0.414666436,0.526560553,1.218933356,0.436519318,0.436519318,0.455475632,0.314830481
0.383012543,0.377028985,0.435453828,0.318604142,0.2439747,0.193662566,0.2229133,0.257342498,0.227002468,0.124870834,0.202915102,0.074191997,0.284382378,0.284382378,0.284382378,0.392801337,0.338591857,0.392801337,0.414293115,0.435453828,0,0.353521203,0.314241069,0.274960936,0.412441403,0.523735115,1.212664409,0.434503693,0.434503693,0.453133095,0.31321129
0.381042709,0.374985609,0.433093808,0.31687741,0.242719928,0.192612977,0.221766857,0.25601899,0.225834993,0.124228618,0.201871511,0.073810427,0.282831459,0.282831459,0.282831459,0.390659139,0.336745299,0.390659139,0.412162402,0.433093808,0,0.351593225,0.312527311,0.273461397,0.410192096,0.520878852,1.206427683,0.432507507,0.432507507,0.450802628,0.311600442
0.379082998,0.373051306,0.430859764,0.315242849,0.24147161,0.191619414,0.220626305,0.254702291,0.224673527,0.123589709,0.200833278,0.073430818,0.281363374,0.281363374,0.281363374,0.388631357,0.334997365,0.388631357,0.410042627,0.430859764,0,0.349768221,0.310905085,0.27204195,0.408062924,0.518175142,1.200222958,0.430530487,0.430530487,0.448484123,0.309997862
0.377133357,0.37112715,0.428637437,0.313616862,0.240229715,0.190631063,0.219491614,0.253392341,0.223518025,0.122954086,0.199800389,0.073053162,0.279903038,0.279903038,0.279903038,0.386614277,0.333258658,0.386614277,0.407933765,0.428637437,0,0.347952849,0.309291422,0.270629994,0.405944991,0.515485703,1.194050235,0.428572357,0.428572357,0.446177555,0.308403533
0.375193761,0.369148086,0.426351696,0.311944476,0.238994214,0.189614508,0.218362769,0.25208914,0.222368474,0.122321735,0.198772813,0.072677445,0.27840108,0.27840108,0.27840108,0.384539707,0.331470394,0.384539707,0.405835767,0.426351696,0,0.346085736,0.307631766,0.269177795,0.403766693,0.51271961,1.187909186,0.426632843,0.426632843,0.44388287,0.306817418
0.373264135,0.367179634,0.42407821,0.310281058,0.237765063,0.188603404,0.217239726,0.25079263,0.221224828,0.121692632,0.197750521,0.072303668,0.276907226,0.276907226,0.276907226,0.38247633,0.329691778,0.38247633,0.40374856,0.42407821,0,0.344228697,0.305981064,0.267733431,0.401600146,0.50996844,1.181799702,0.424711639,0.424711639,0.441599987,0.305239461
0.371344426,0.365221621,0.421816781,0.308626461,0.236542232,0.187597663,0.216122456,0.249502809,0.220087074,0.121066763,0.196733483,0.071931807,0.275421343,0.275421343,0.275421343,0.380423964,0.327922654,0.380423964,0.40167207,0.421816781,0,0.342381568,0.304339171,0.266296775,0.399445162,0.507231952,1.175721673,0.422808563,0.422808563,0.439328827,0.303669606
0.369434586,0.363274106,0.419567477,0.306980735,0.235325691,0.186597313,0.215010929,0.248219619,0.218955165,0.120444114,0.195721685,0.071561862,0.273943477,0.273943477,0.273943477,0.378382671,0.326163074,0.378382671,0.399606274,0.419567477,0,0.340544404,0.302706137,0.26486787,0.397301805,0.504510228,1.169674882,0.420923279,0.420923279,0.437069363,0.302107836
0.367534587,0.361305277,0.417293556,0.305316998,0.234115412,0.185586016,0.213905129,0.246943016,0.217829074,0.119824669,0.194715082,0.07119382,0.272449488,0.272449488,0.272449488,0.376319108,0.324384298,0.376319108,0.397551099,0.417293556,0,0.338687197,0.301055286,0.263423376,0.395135063,0.501758811,1.163659218,0.419055542,0.419055542,0.434821514,0.300554095
0.365644353,0.35937859,0.415068307,0.303688872,0.232911348,0.184596364,0.212805014,0.245672985,0.216708769,0.119208406,0.193713659,0.070827672,0.270987525,0.270987525,0.270987525,0.374299782,0.322643654,0.374299782,0.395506494,0.415068307,0,0.336869804,0.299439826,0.262009847,0.393014771,0.499066376,1.157674464,0.41720517,0.41720517,0.432585228,0.299008346
0.363763835,0.357462232,0.412854989,0.302069476,0.231713486,0.183612019,0.211710552,0.24440948,0.215594237,0.118595318,0.192717388,0.070463404,0.269533451,0.269533451,0.269533451,0.37229135,0.3209124,0.37229135,0.393472388,0.412854989,0,0.335062215,0.29783308,0.260603945,0.390905918,0.496388467,1.15172051,0.415371826,0.415371826,0.430360424,0.297470534
0.36189298,0.355556038,0.410653408,0.300458668,0.230521782,0.182632894,0.210621714,0.243152474,0.214485433,0.117985382,0.191726237,0.070101009,0.268087136,0.268087136,0.268087136,0.370293637,0.319190386,0.370293637,0.391448755,0.410653408,0,0.333264273,0.29623491,0.259205546,0.388808319,0.49372485,1.145797248,0.413555359,0.413555359,0.428147076,0.295940639
0.360031764,0.353660064,0.408463632,0.298856496,0.229336205,0.181659019,0.209538486,0.241901935,0.213382328,0.117378585,0.190740193,0.069740478,0.266648624,0.266648624,0.266648624,0.368306702,0.317477663,0.368306702,0.389435522,0.408463632,0,0.331476032,0.294645362,0.257814691,0.386722037,0.491075603,1.139904348,0.411755463,0.411755463,0.425945103,0.294418608
