TRKRN Gas,TRACKER Gas,TRACKER-NORTH Gas,TRACKER-SOUTH Gas,LGOR Gas,HGOR Gas,B3 LGOR Gas,B1 LGOR Gas,B3 MGOR Gas,B1 MGOR Gas,B3 HGOR Gas,B1 HGOR Gas,NEW A1 LGOR Gas,NEW C1 LGOR Gas,NEW B1 LGOR Gas,NEW B3 LGOR Gas,NEW GENERIC Gas,GANADOR Gas,MUNSON Gas,DISCOVERY Gas,PDP Gas,NEW B3 LGOR Risk90 Gas,NEW B3 LGOR Risk80 Gas,NEW B3 LGOR Risk70 Gas,NEW B3 LGOR Risk90_8750 Gas,NEW B3 LGOR_10k Gas,ESTE Gas,TRACKER-N-ORIG Gas,TRACKER-S-ORIG Gas,MUNSON-8750 Gas,MUNSON-10k Gas
5.192166971,8.038766846,8.199779297,7.877754395,4.457868027,4.055809185,2.545070417,3.246040112,4.33932626,4.305663755,5.395363555,5.132339624,0.917880348,2.338044544,1.31125764,2.75064064,2.03094914,2.75064064,6.021511328,8.199779297,0,2.475576576,2.200512512,1.925448448,2.888172672,3.667520853,3.42182188,8.199779297,7.877754395,6.586028015,4.552345334
5.16391786,7.988406006,8.148584961,7.828227051,4.434941357,4.034949922,2.531981101,3.22934574,4.317009155,4.283519526,5.367615303,5.105944067,0.913235988,2.325762792,1.30462284,2.73619152,2.02040718,2.73619152,5.989963672,8.148584961,0,2.462572368,2.188953216,1.915334064,2.873001096,3.64825536,3.403638145,8.148584961,7.828227051,6.551522766,4.528494872
5.136019768,7.938702393,8.098056152,7.779348633,4.412132148,4.014198174,2.518959041,3.212737095,4.29480667,4.261489443,5.340009614,5.07968397,0.90874644,2.314232984,1.2982092,2.72262704,2.01041812,2.72262704,5.958792969,8.098056152,0,2.450364336,2.178101632,1.905838928,2.858758392,3.630169387,3.385675036,8.098056152,7.779348633,6.51742981,4.504929392
5.108465915,7.889644287,8.048181152,7.731107422,4.3894404,3.993552993,2.506003999,3.19621394,4.27271833,4.239572559,5.312546016,5.053558857,0.90410208,2.302452528,1.2915744,2.70876768,2.00017104,2.70876768,5.927993359,8.048181152,0,2.437890912,2.167014144,1.896137376,2.844206064,3.61169024,3.367928621,8.048181152,7.731107422,6.483742737,4.481644464
5.081249699,7.841218018,7.998946777,7.683489258,4.36686564,3.973014143,2.493115503,3.179775803,4.250743662,4.217767925,5.28522356,5.02756873,0.899612532,2.29092272,1.28516076,2.6952032,1.99018198,2.6952032,5.897497266,7.998946777,0,2.42568288,2.15616256,1.88664224,2.82996336,3.593604267,3.350394531,7.998946777,7.683489258,6.450387634,4.458588998
5.054364688,7.793412598,7.950341309,7.636483887,4.344406445,3.952580676,2.480293315,3.163422209,4.228882192,4.196076016,5.258041772,5.001711694,0.895122984,2.279392912,1.27874712,2.68163872,1.98019292,2.68163872,5.867166406,7.950341309,0,2.413474848,2.145310976,1.877147104,2.815720656,3.575518293,3.333069053,7.950341309,7.636483887,6.417213257,4.435658451
5.027804617,7.7462146,7.902351563,7.590077637,4.322063291,3.932252593,2.4675372,3.147152686,4.207132974,4.17449541,5.230999707,4.975988223,0.890633436,2.268113752,1.27233348,2.66836912,1.9703513,2.66836912,5.836991406,7.902351563,0,2.401532208,2.134695296,1.867858384,2.801787576,3.557825493,3.315918547,7.902351563,7.590077637,6.384209351,4.412845737
5.00156338,7.699612549,7.854965332,7.544259766,4.299835229,3.912028945,2.454846682,3.130966758,4.185495532,4.153026108,5.204096416,4.950396421,0.886143888,2.256583944,1.26591984,2.65480464,1.96036224,2.65480464,5.806971875,7.854965332,0,2.389324176,2.123843712,1.858363248,2.787544872,3.53973952,3.29886481,7.854965332,7.544259766,6.351375488,4.390150558
4.975635027,7.653595947,7.808172852,7.499019043,4.277721313,3.891909023,2.442221289,3.114864189,4.163969395,4.131667163,5.177331899,4.924936763,0.88165434,2.245304784,1.2595062,2.64153504,1.95052062,2.64153504,5.777106641,7.808172852,0,2.377381536,2.113228032,1.849074528,2.773611792,3.52204672,3.281898669,7.808172852,7.499019043,6.318710388,4.367572031
4.950000916,7.60815332,7.761961914,7.454344727,4.255720596,3.871893064,2.429661021,3.098844507,4.142554087,4.110417627,5.150704736,4.899607827,0.877319604,2.234276272,1.25331372,2.62856032,1.94093702,2.62856032,5.747394531,7.761961914,0,2.365704288,2.102848256,1.839992224,2.759988336,3.504747093,3.265019904,7.761961914,7.454344727,6.286212769,4.345109268
4.924542998,7.563272705,7.716320801,7.410224609,4.23383355,3.851979883,2.417165166,3.082907,4.121249136,4.0892775,5.124214927,4.874409141,0.872984868,2.22324776,1.24712124,2.6155856,1.93135342,2.6155856,5.717835938,7.716320801,0,2.35402704,2.09246848,1.83090992,2.74636488,3.487447467,3.24822786,7.716320801,7.410224609,6.253883057,4.322762564
4.89921601,7.518945557,7.671240723,7.366650391,4.212058755,3.83216877,2.404733726,3.067051667,4.100053594,4.068246309,5.097860576,4.849339756,0.868650132,2.212219248,1.24092876,2.60261088,1.92176982,2.60261088,5.688429297,7.671240723,0,2.342349792,2.082088704,1.821827616,2.732741424,3.47014784,3.231522101,7.671240723,7.366650391,6.221719543,4.30053074
4.87401928,7.475159912,7.626709473,7.323610352,4.190396211,3.812459961,2.392366226,3.0512778,4.078966514,4.047323105,5.071642632,4.824399673,0.864315396,2.200940088,1.23473628,2.58934128,1.91203878,2.58934128,5.659173438,7.626709473,0,2.330407152,2.071473024,1.812538896,2.718808344,3.45245504,3.214902408,7.626709473,7.323610352,6.189720947,4.278412908
4.848952136,7.43190625,7.582717773,7.281094727,4.168844497,3.79285251,2.380062192,3.035584924,4.057988369,4.026507417,5.045559199,4.799587471,0.85998066,2.190162224,1.2285438,2.57666144,1.90260262,2.57666144,5.630067969,7.582717773,0,2.318995296,2.061329152,1.803663008,2.705494512,3.435548587,3.198368126,7.582717773,7.281094727,6.157886841,4.256408774
4.824013913,7.389174805,7.539255371,7.239094238,4.147404561,3.773345706,2.367821389,3.019972803,4.037118213,4.005799243,5.019609805,4.774903623,0.855645924,2.179133712,1.22235132,2.56368672,1.89301902,2.56368672,5.6011125,7.539255371,0,2.307318048,2.050949376,1.794580704,2.691871056,3.41824896,3.181918817,7.539255371,7.239094238,6.126216797,4.234518041
4.799203947,7.346956299,7.496312988,7.197599609,4.126074033,3.753939312,2.355643579,3.004440962,4.016355098,3.985197163,4.993793975,4.750346235,0.851311188,2.1681052,1.21615884,2.550712,1.88343542,2.550712,5.572305469,7.496312988,0,2.2956408,2.0405696,1.7854984,2.6782476,3.400949333,3.165554263,7.496312988,7.197599609,6.094709106,4.21273953
4.77452158,7.305241699,7.453881836,7.156601563,4.104853862,3.734632617,2.343528525,2.988989165,3.995699023,3.964701414,4.968110762,4.725914834,0.847131264,2.157076688,1.21018752,2.53773728,1.8739624,2.53773728,5.543646875,7.453881836,0,2.283963552,2.030189824,1.776416096,2.664624144,3.383649707,3.14927381,7.453881836,7.156601563,6.06336377,4.191073239
4.749966154,7.264020508,7.411951172,7.116089844,4.083742153,3.715425386,2.331475754,2.973616702,3.975149043,3.944310811,4.942559692,4.701609893,0.842796528,2.146298824,1.20399504,2.52505744,1.86452624,2.52505744,5.515136328,7.411951172,0,2.272551696,2.020045952,1.767540208,2.651310312,3.366743253,3.13307702,7.411951172,7.116089844,6.032180359,4.169518873
4.725537017,7.223285156,7.370512695,7.076057617,4.06273938,3.696317144,2.319485029,2.958323335,3.954704683,3.924025117,4.917139819,4.677429043,0.838616604,2.135771608,1.19802372,2.51267248,1.8553481,2.51267248,5.486771875,7.370512695,0,2.261405232,2.010137984,1.758870736,2.638306104,3.350229973,3.116963456,7.370512695,7.076057617,6.001156738,4.148074957
4.70123352,7.183026611,7.329558105,7.036495117,4.041844595,3.677306707,2.307555876,2.943108591,3.934365706,3.903844097,4.891851143,4.653373232,0.83443668,2.124993744,1.1920524,2.49999264,1.84602252,2.49999264,5.458553516,7.329558105,0,2.249993376,1.999994112,1.749994848,2.624992272,3.33332352,3.1009329,7.329558105,7.036495117,5.970292908,4.126741489
4.677055015,7.143236572,7.289078125,6.99739502,4.021057324,3.658394312,2.295688059,2.927972234,3.914131165,3.883766565,4.866692241,4.629440566,0.830256756,2.11421588,1.18608108,2.4873128,1.83669694,2.4873128,5.430479688,7.289078125,0,2.23858152,1.98985024,1.74111896,2.61167844,3.316417067,3.084984696,7.289078125,6.99739502,5.939587158,4.10551729
4.653000862,7.10390625,7.249064941,6.958747559,4.000377095,3.639579248,2.28388134,2.912913552,3.894000823,3.863792285,4.841662642,4.605631519,0.826231644,2.103939312,1.18033092,2.47522272,1.82777682,2.47522272,5.402550391,7.249064941,0,2.227700448,1.980178176,1.732655904,2.598983856,3.30029696,3.069118627,7.249064941,6.958747559,5.90903949,4.084402357
4.629070418,7.06502832,7.209510742,6.920545898,3.979802959,3.620860806,2.272135247,2.89793231,3.87397397,3.843920547,4.81676187,4.581944668,0.822206532,2.093913392,1.17458076,2.46342752,1.81900414,2.46342752,5.374765234,7.209510742,0,2.217084768,1.970742016,1.724399264,2.586598896,3.284570027,3.053334036,7.209510742,6.920545898,5.878649475,4.063396397
4.60526305,7.026594238,7.17040625,6.882782227,3.959334443,3.602238748,2.260449541,2.883028269,3.854049895,3.82415135,4.791989453,4.558379541,0.818026608,2.083386176,1.16860944,2.45104256,1.809826,2.45104256,5.347123047,7.17040625,0,2.205938304,1.960834048,1.715729792,2.573594688,3.268056747,3.037630705,7.17040625,6.882782227,5.848415833,4.042498523
4.581578123,6.98859668,7.131745117,6.845448242,3.938971785,3.5837126,2.248823987,2.86820072,3.834228362,3.804483748,4.76734397,4.534935664,0.814001496,2.07285896,1.16285928,2.4386576,1.80075844,2.4386576,5.319622656,7.131745117,0,2.19479184,1.95092608,1.70706032,2.56059048,3.251543467,3.022008198,7.131745117,6.845448242,5.81833728,4.02170785
4.558015008,6.951027832,7.093518555,6.808537109,3.918713562,3.565281653,2.237258347,2.853449426,3.814508896,3.784917266,4.74282542,4.511612563,0.809976384,2.062582392,1.15710912,2.42656752,1.79183832,2.42656752,5.292263672,7.093518555,0,2.183910768,1.941254016,1.698597264,2.547895896,3.23542336,3.006466077,7.093518555,6.808537109,5.788413391,4.001024082
4.534573078,6.913881104,7.055720703,6.772041504,3.898559302,3.546945195,2.225752148,2.83877415,3.794890789,3.765451431,4.71843333,4.488409292,0.805951272,2.052305824,1.15135896,2.41447744,1.7829182,2.41447744,5.265045703,7.055720703,0,2.173029696,1.931581952,1.690134208,2.535201312,3.219303253,2.991003688,7.055720703,6.772041504,5.758643738,3.980446923
4.511251711,6.877148438,7.018342285,6.73595459,3.878509241,3.528703464,2.214305154,2.824174182,3.775373564,3.746085769,4.694166279,4.465325376,0.801771348,2.041778608,1.14538764,2.40209248,1.77374006,2.40209248,5.237967188,7.018342285,0,2.161883232,1.921673984,1.681464736,2.522197104,3.202789973,2.975620811,7.018342285,6.73595459,5.729026611,3.959975193
4.488050285,6.840823486,6.98137793,6.700269043,3.858561958,3.510555039,2.20291689,2.809649521,3.75595675,3.72681957,4.670024268,4.442359868,0.797746236,2.031752688,1.13963748,2.39029728,1.76496738,2.39029728,5.211028516,6.98137793,0,2.151267552,1.912237824,1.673208096,2.509812144,3.18706304,2.960317229,6.98137793,6.700269043,5.699562439,3.939609187
4.464968185,6.80489917,6.944820313,6.664978027,3.838717217,3.492500156,2.191587356,2.795199458,3.736639873,3.707652361,4.646005874,4.419512769,0.793721124,2.02147612,1.13388732,2.3782072,1.75604726,2.3782072,5.184228516,6.944820313,0,2.14038648,1.90256576,1.66474504,2.49711756,3.170942933,2.945092285,6.944820313,6.664978027,5.670249939,3.919348019
4.442004796,6.769368408,6.908661621,6.630075195,3.818974543,3.474538105,2.180316079,2.780823755,3.717422222,3.688583667,4.622111572,4.39678313,0.789850824,2.0114502,1.12835832,2.366412,1.74738516,2.366412,5.157566016,6.908661621,0,2.1297708,1.8931296,1.6564884,2.4847326,3.155216,2.929945544,6.908661621,6.630075195,5.64108783,3.899190802
4.419159509,6.734225342,6.872896484,6.595554199,3.799333701,3.45666865,2.169102585,2.766521938,3.69830356,3.669613489,4.598339941,4.374170479,0.785825712,2.00142428,1.12260816,2.3546168,1.73861248,2.3546168,5.131040234,6.872896484,0,2.11915512,1.88369344,1.64823176,2.47234764,3.139489067,2.914876786,6.872896484,6.595554199,5.612075256,3.879136947
4.396431715,6.699454346,6.837500488,6.561408203,3.779793743,3.438890842,2.157946875,2.752293772,3.679282939,3.650740642,4.574690508,4.351673867,0.781955412,1.991147712,1.11707916,2.34252672,1.72980294,2.34252672,5.104650781,6.837500488,0,2.108274048,1.874021376,1.639768704,2.459653056,3.12336896,2.899885575,6.837500488,6.561408203,5.583211792,3.859186158
4.37382081,6.664975098,6.802334961,6.527615234,3.760354194,3.421204683,2.146848474,2.738138782,3.660360361,3.63196489,4.551162324,4.329293296,0.778085112,1.981623088,1.11155016,2.33132128,1.72143572,2.33132128,5.078397656,6.802334961,0,2.098189152,1.865057024,1.631924896,2.447887344,3.108428373,2.884971474,6.802334961,6.527615234,5.554497437,3.839338434
4.351326193,6.630697021,6.767350586,6.494043457,3.741014346,3.403609224,2.135807146,2.724056494,3.641535115,3.613285759,4.527756338,4.307027817,0.774369624,1.972098464,1.10624232,2.32011584,1.71317908,2.32011584,5.052279297,6.767350586,0,2.088104256,1.856092672,1.624081088,2.436121632,3.093487787,2.870134046,6.767350586,6.494043457,5.525930481,3.819592596
4.328947267,6.596595215,6.732545898,6.460644531,3.721774434,3.386104465,2.124822654,2.710046672,3.622806726,3.594702539,4.504469707,4.284876484,0.770499324,1.962072544,1.10071332,2.30832064,1.70451698,2.30832064,5.026295703,6.732545898,0,2.077488576,1.846656512,1.615824448,2.423736672,3.077760853,2.855372854,6.732545898,6.460644531,5.497510925,3.799948642
4.306683435,6.562668945,6.69792041,6.42741748,3.702633274,3.368689697,2.113894761,2.696108843,3.604174722,3.576214756,4.481302905,4.262839297,0.766629024,1.952297272,1.09518432,2.29682032,1.69600232,2.29682032,5.000445313,6.69792041,0,2.067138288,1.837456256,1.607774224,2.411661336,3.062427093,2.84068768,6.69792041,6.42741748,5.469237061,3.780405391
4.284534107,6.528916992,6.663472656,6.394361328,3.68359063,3.351364683,2.103022993,2.682242769,3.585638391,3.55782241,4.458255459,4.240915781,0.762758724,1.942522,1.08965532,2.28532,1.68748766,2.28532,4.974727734,6.663472656,0,2.056788,1.828256,1.599724,2.399586,3.047093333,2.826078086,6.663472656,6.394361328,5.441108459,3.760962548
4.262498693,6.495338623,6.629202148,6.361475098,3.664645791,3.334128474,2.092207114,2.668447976,3.567197498,3.539524553,4.435326895,4.219104517,0.759043236,1.932746728,1.08434748,2.27381968,1.67908358,2.27381968,4.949142578,6.629202148,0,2.046437712,1.819055744,1.591673776,2.387510664,3.031759573,2.811543637,6.629202148,6.361475098,5.413124695,3.741619819
4.240576608,6.461932861,6.59510791,6.328757813,3.645798521,3.316981072,2.081446887,2.654724229,3.548851331,3.521320713,4.412515791,4.197405503,0.755172936,1.922971456,1.07881848,2.26231936,1.67056892,2.26231936,4.923689063,6.59510791,0,2.036087424,1.809855488,1.583623552,2.375435328,3.016425813,2.797083894,6.59510791,6.328757813,5.385284912,3.722376611
4.218767268,6.428698975,6.561188965,6.296208984,3.627048108,3.299921765,2.070742075,2.641071052,3.530599653,3.503210415,4.389822148,4.175818267,0.751302636,1.913446832,1.07328948,2.25111392,1.6622017,2.25111392,4.898366406,6.561188965,0,2.026002528,1.800891136,1.575779744,2.363669616,3.001485227,2.782698422,6.561188965,6.296208984,5.357588257,3.703232335
4.197070094,6.395635986,6.527444336,6.263827637,3.608394316,3.282950317,2.060092205,2.627487974,3.512441755,3.485193186,4.367245493,4.15434186,0.747587148,1.903922208,1.06798164,2.23990848,1.65394506,2.23990848,4.873173828,6.527444336,0,2.015917632,1.791926784,1.567935936,2.351903904,2.98654464,2.768387001,6.527444336,6.263827637,5.330033875,3.684186399
4.175484508,6.362743164,6.493874023,6.231612305,3.589836436,3.266066018,2.049497039,2.613974756,3.494377163,3.467268789,4.344784878,4.132976284,0.74387166,1.894397584,1.0626738,2.22870304,1.64568842,2.22870304,4.848111328,6.493874023,0,2.005832736,1.782962432,1.560092128,2.340138192,2.971604053,2.754149196,6.493874023,6.231612305,5.302621765,3.665238805
4.154009938,6.330019531,6.460476074,6.199562988,3.571373755,3.24926863,2.03895634,2.600531162,3.476405403,3.44943675,4.322439355,4.111720117,0.740156172,1.88487296,1.05736596,2.2174976,1.63743178,2.2174976,4.823177734,6.460476074,0,1.99574784,1.77399808,1.55224832,2.32837248,2.956663467,2.739984568,6.460476074,6.199562988,5.275350647,3.646388665
4.132645812,6.297464111,6.427249512,6.167678711,3.553006038,3.232557681,2.028469873,2.587156482,3.458526001,3.431696123,4.300208926,4.090573359,0.736440684,1.875348336,1.05205812,2.20629216,1.62917514,2.20629216,4.798371875,6.427249512,0,1.985662944,1.765033728,1.544404512,2.316606768,2.94172288,2.725892899,6.427249512,6.167678711,5.248219238,3.627635095
4.111391561,6.265075928,6.394193848,6.135958008,3.53473281,3.215932695,2.0180374,2.573850715,3.440738721,3.414047144,4.278093115,4.069535537,0.732880008,1.866325008,1.04697144,2.19567648,1.62132396,2.19567648,4.77369375,6.394193848,0,1.976108832,1.756541184,1.536973536,2.305460304,2.92756864,2.711873535,6.394193848,6.135958008,5.221227539,3.608978093
4.090246622,6.232854492,6.361308594,6.104400391,3.516553599,3.199392964,2.007658684,2.560613389,3.423042852,3.396488391,4.256090977,4.048606177,0.729319332,1.85730168,1.04188476,2.1850608,1.61347278,2.1850608,4.749142578,6.361308594,0,1.96655472,1.74804864,1.52954256,2.29431384,2.9134144,2.697926257,6.361308594,6.104400391,5.194374695,3.590417069
4.069210431,6.200798828,6.328592285,6.073005371,3.49846793,3.182938486,1.997333252,2.547444028,3.405438394,3.379020103,4.234201563,4.027783857,0.725603844,1.848027704,1.03657692,2.17415024,1.60536358,2.17415024,4.724717578,6.328592285,0,1.956735216,1.739320192,1.521905168,2.282857752,2.898866987,2.684050845,6.328592285,6.073005371,5.167659851,3.571951434
4.048282429,6.168908203,6.296044434,6.041771973,3.48047533,3.166568552,1.987060867,2.534342397,3.387923926,3.361641804,4.212424873,4.007069053,0.722043168,1.838753728,1.03149024,2.16323968,1.59736496,2.16323968,4.700417969,6.296044434,0,1.946915712,1.730591744,1.514267776,2.271401664,2.884319573,2.670246646,6.296044434,6.041771973,5.141082153,3.553580595
4.027462061,6.137181152,6.263663574,6.01069873,3.462575088,3.150282688,1.97684141,2.521308259,3.370499922,3.344352786,4.190760435,3.986460815,0.718482492,1.829479752,1.02640356,2.15232912,1.58936634,2.15232912,4.67624375,6.263663574,0,1.937096208,1.721863296,1.506630384,2.259945576,2.86977216,2.656513441,6.263663574,6.01069873,5.114641602,3.535304553
4.006748772,6.105617432,6.231449219,5.979785645,3.444767205,3.134080894,1.966674526,2.50834114,3.353165198,3.32715281,4.1692073,3.965958435,0.714767004,1.820456424,1.02109572,2.14171344,1.58140458,2.14171344,4.65219375,6.231449219,0,1.927542096,1.713370752,1.499199408,2.248799112,2.85561792,2.64285101,6.231449219,5.979785645,5.088336914,3.517122423
3.986142011,6.074216064,6.199400879,5.94903125,3.427050732,3.117962222,1.956559861,2.495440803,3.33591999,3.310041167,4.147764995,3.945561438,0.711206328,1.811182448,1.01600904,2.13080288,1.57340596,2.13080288,4.628267578,6.199400879,0,1.917722592,1.704642304,1.491562016,2.237343024,2.841070507,2.629258699,6.199400879,5.94903125,5.062167664,3.499033908
3.965641232,6.042976318,6.16751709,5.918435547,3.409425435,3.101926672,1.946497295,2.482606775,3.318763115,3.29301762,4.126433047,3.925269351,0.707645652,1.80215912,1.01092236,2.1201872,1.56555478,2.1201872,4.604464453,6.16751709,0,1.90816848,1.69614976,1.48413104,2.22619656,2.826916267,2.61573629,6.16751709,5.918435547,5.036132996,3.481038418
3.945245888,6.011897217,6.135797363,5.88799707,3.391890601,3.085973298,1.936486473,2.469838582,3.301694573,3.276081694,4.105210508,3.905081462,0.704084976,1.793135792,1.00583568,2.10957152,1.5577036,2.10957152,4.580783984,6.135797363,0,1.898614368,1.687657216,1.476700064,2.215050096,2.812762027,2.602283563,6.135797363,5.88799707,5.010232483,3.463135658
3.924955438,5.980978027,6.104241211,5.857714844,3.37444623,3.0701021,1.926527041,2.457136223,3.284714126,3.259232917,4.084097378,3.884997773,0.7005243,1.784112464,1.000749,2.09895584,1.54985242,2.09895584,4.557224609,6.104241211,0,1.889060256,1.679164672,1.469269088,2.203903632,2.798607787,2.588900082,6.104241211,5.857714844,4.984464417,3.445324447
3.904769342,5.950217529,6.07284668,5.827588379,3.357091377,3.054312603,1.916618879,2.444499226,3.267820591,3.242470579,4.06309271,3.8650171,0.697118436,1.775089136,0.99588348,2.08834016,1.54211182,2.08834016,4.533786719,6.07284668,0,1.879506144,1.670672128,1.461838112,2.192757168,2.784453547,2.575585411,6.07284668,5.827588379,4.958829224,3.427605079
3.884687063,5.919615479,6.04161377,5.797617188,3.33982604,3.038604333,1.906761633,2.431927117,3.251014204,3.225794441,4.04219603,3.845139441,0.69355776,1.766065808,0.9907968,2.07772448,1.53426064,2.07772448,4.510469141,6.04161377,0,1.869952032,1.662179584,1.454407136,2.181610704,2.770299307,2.562339111,6.04161377,5.797617188,4.933325623,3.40997667
3.864708068,5.889170898,6.010541992,5.767799805,3.322649036,3.022976819,1.896955184,2.419419658,3.234294019,3.209204031,4.021406865,3.82536385,0.690151896,1.757543776,0.98593128,2.06769856,1.52681492,2.06769856,4.487271875,6.010541992,0,1.860928704,1.654158848,1.447388992,2.171083488,2.756931413,2.549160966,6.010541992,5.767799805,4.907953613,3.392439218
3.844831824,5.858882568,5.979629395,5.738135742,3.305560601,3.007429585,1.887199177,2.406976614,3.217660034,3.192699111,4.000725215,3.805689854,0.686746032,1.748771096,0.98106576,2.05737776,1.51922176,2.05737776,4.46419375,5.979629395,0,1.851639984,1.645902208,1.440164432,2.160246648,2.743170347,2.536050537,5.979629395,5.738135742,4.882711914,3.374991838
3.825057805,5.828750488,5.948875977,5.708625,3.288560261,2.991962158,1.877493257,2.39459751,3.201111541,3.176278972,3.980149185,3.786117451,0.683340168,1.739998416,0.97620024,2.04705696,1.5116286,2.04705696,4.441234375,5.948875977,0,1.842351264,1.637645568,1.432939872,2.149409808,2.72940928,2.523007607,5.948875977,5.708625,4.857600098,3.357634235
3.805385484,5.798772949,5.918280762,5.679265137,3.27164707,2.976574539,1.867837305,2.382282109,3.184648064,3.15994314,3.959679248,3.766645459,0.679934304,1.731476384,0.97133472,2.03703104,1.50418288,2.03703104,4.418392969,5.918280762,0,1.833327936,1.629624832,1.425921728,2.138882592,2.716041387,2.510031738,5.918280762,5.679265137,4.83261731,3.340365818
3.785814337,5.768949951,5.887843262,5.650056641,3.254820791,2.961266016,1.858230966,2.370029939,3.168269368,3.143691614,3.939314458,3.74727364,0.67652844,1.722703704,0.9664692,2.02671024,1.49658972,2.02671024,4.395669531,5.887843262,0,1.824039216,1.621368192,1.418697168,2.128045752,2.70228032,2.497122713,5.887843262,5.650056641,4.80776355,3.323186587
3.766343846,5.739280518,5.8575625,5.620998535,3.238081187,2.946036116,1.848674003,2.357840762,3.151974741,3.127523447,3.919054341,3.728001284,0.673122576,1.714181672,0.96160368,2.01668432,1.489144,2.01668432,4.3730625,5.8575625,0,1.815015888,1.613347456,1.411679024,2.117518536,2.688912427,2.484279875,5.8575625,5.620998535,4.783037109,3.306095361
3.746973491,5.709763428,5.827437012,5.592089844,3.221427546,2.930884602,1.839166298,2.345714341,3.135764185,3.11143864,3.898898896,3.708827917,0.669716712,1.705408992,0.95673816,2.00636352,1.48155084,2.00636352,4.350571875,5.827437012,0,1.805727168,1.605090816,1.404454464,2.106681696,2.67515136,2.471503225,5.827437012,5.592089844,4.758437988,3.289092139
3.727702758,5.680397949,5.797466309,5.56332959,3.204859634,2.915811001,1.829707495,2.333650203,3.119636987,3.095436482,3.878846704,3.689753303,0.666310848,1.69688696,0.95187264,1.9963376,1.47410512,1.9963376,4.328196484,5.797466309,0,1.79670384,1.59707008,1.39743632,2.09615448,2.661783467,2.458792326,5.797466309,5.56332959,4.733964905,3.272176036
3.708531135,5.651183594,5.767649902,5.534717285,3.188376975,2.900814839,1.82029724,2.32164811,3.103592676,3.079516499,3.858898,3.670776968,0.663059796,1.688364928,0.94722828,1.98631168,1.46676998,1.98631168,4.305936719,5.767649902,0,1.787680512,1.589049344,1.390418176,2.085627264,2.648415573,2.446146741,5.767649902,5.534717285,4.709618286,3.255347348
3.689458112,5.622119629,5.737986816,5.506252441,3.17197886,2.885895879,1.810935414,2.309707827,3.087631013,3.063678455,3.839051602,3.651898201,0.659653932,1.680093544,0.94236276,1.97658064,1.4594717,1.97658064,4.283791016,5.737986816,0,1.778922576,1.581264512,1.383606448,2.075409672,2.635440853,2.433566252,5.737986816,5.506252441,4.685396423,3.238604892
3.670483181,5.593205078,5.708476074,5.477934082,3.155665288,2.871053647,1.80162178,2.297828879,3.071751289,3.047921875,3.819307271,3.633116528,0.65640288,1.671571512,0.9377184,1.96655472,1.45213656,1.96655472,4.261759375,5.708476074,0,1.769899248,1.573243776,1.376588304,2.064882456,2.62207296,2.421050421,5.708476074,5.477934082,4.661299316,3.221948668
3.651605839,5.564438965,5.679117188,5.449760742,3.139435549,2.856287908,1.792355983,2.28601103,3.055953267,3.032246523,3.799664534,3.614431477,0.652997016,1.66304948,0.93285288,1.9565288,1.44469084,1.9565288,4.239841016,5.679117188,0,1.76087592,1.56522304,1.36957016,2.05435524,2.608705067,2.408599031,5.679117188,5.449760742,4.637326111,3.205378087
3.632825583,5.535821289,5.649909668,5.42173291,3.12328917,2.841597949,1.783137904,2.274254043,3.040236235,3.016651689,3.780122681,3.5958421,0.649900776,1.655028744,0.92842968,1.94709264,1.43776116,1.94709264,4.218035547,5.649909668,0,1.752383376,1.557674112,1.362964848,2.044447272,2.59612352,2.396211644,5.649909668,5.42173291,4.613476379,3.188892853
3.614141915,5.507350342,5.620852051,5.393848633,3.10722615,2.826983535,1.773967189,2.262557444,3.024600195,3.001137136,3.760681711,3.577348633,0.646804536,1.647008008,0.92400648,1.93765648,1.43083148,1.93765648,4.196342188,5.620852051,0,1.743890832,1.550125184,1.356359536,2.034539304,2.583541973,2.383887824,5.620852051,5.393848633,4.589749268,3.172492375
3.595554337,5.479026123,5.591943848,5.366108398,3.091245542,2.812444429,1.7648436,2.250920996,3.009044673,2.985702153,3.741340442,3.558950366,0.643553484,1.638736624,0.91936212,1.92792544,1.42364378,1.92792544,4.174760156,5.591943848,0,1.735132896,1.542340352,1.349547808,2.024321712,2.570567253,2.371627351,5.591943848,5.366108398,4.566143921,3.156176063
3.577062355,5.450847412,5.56318457,5.338510254,3.075347583,2.797979919,1.755767019,2.239344463,2.993568958,2.970346504,3.722098635,3.540646589,0.640302432,1.630715888,0.91471776,1.91848928,1.41660352,1.91848928,4.153289453,5.56318457,0,1.726640352,1.534791424,1.342942496,2.014413744,2.557985707,2.359430009,5.56318457,5.338510254,4.542660339,3.139943916
3.558665477,5.422813477,5.534572754,5.311054199,3.059531089,2.783590007,1.746737091,2.227827371,2.978172813,2.955070188,3.702956055,3.522436829,0.63705138,1.622444504,0.9100734,1.90875824,1.40941582,1.90875824,4.131928906,5.534572754,0,1.717882416,1.527006592,1.336130768,2.004196152,2.545010987,2.347295359,5.534572754,5.311054199,4.519297241,3.123795049
