Date,SUB-ASSET,Oil Revenue - TOTAL,Gas Revenue - TOTAL,NGL Revenue - TOTAL,Company Revenue - TOTAL,Hedges,Revenue net of Hedges,Sev Taxes,Ad Val Taxes,Production Taxes - TOTAL,Operating Expenses,Midstream / Marketing Expenses,SG&A,EBITDAX,Interest Exp,TTM EBITDAX,1L Debt,2L Debt,BS Cash,Net Debt,Net Leverage ,Mezz Pref,Pref Equity - Class A,Common Equity - Class B,Borrowing Base
43131,Farmar,,,,,,,,,,,,,8075.11243,,,0,0,4170.59831,-4170.59831,#DIV/0!,0,0,0,
43159,Farmar,,,,,,,,,,,,,6909.2092,,,0,0,2074.93694,-2074.93694,#DIV/0!,0,0,0,
43190,Farmar,,,,,,,,,,,,,6455.33386,,85758.62196,179250,0,16775.73321,162474.2668,1.894553143,0,241238.691,0,
43220,Farmar,6913.38801,365.80136,1845.23458,9124.42395,0,9124.42395,-447.329,-72.9,-520.229,-721.45356,,-1114.94592,6767.79547,-775.56709,84622.35288,179250,0,17070.50691,162179.4931,1.916508908,0,241238.691,0,250000
43251,Farmar,6004.06163,388.18867,1963.85844,8356.10874,-693.92956,7662.17918,-492.36665,-72.9,-565.26665,-983.52962,,-3030.26323,5437.98545,-917.20583,80749.04738,179250,0,19604.61306,159645.3869,1.977055979,0,241238.691,0,250000
43281,Farmar,4986.01568,606.73904,1897.59426,7490.34898,-454.97689,7035.37209,-418.78542,-424.56,-843.34542,-936.03429,,-468.39044,4787.60194,-1130.63889,76866.0767,91550,90000,5133.46545,176416.5346,2.295115636,0,241238.691,0,250000
43312,Farmar,5121.48178,544.50519,2009.4653,7675.45227,-709.17082,6966.28145,-428.74584,-131.51,-560.25584,-879.43856,,-604.66371,4921.92334,-1323.75098,74322.79147,91550,90000,4222.28504,177327.715,2.385913008,0,241238.691,0,250000
43343,Farmar,4819.04735,525.26177,2069.67977,7413.98889,-434.11654,6979.87235,-418.05853,-131.51,-549.56853,-1647.72668,,-519.63635,4262.94079,-1345.14751,71426.85372,98150,90000,5069.9426,183080.0574,2.563182443,0,241238.691,0,250000
43373,Farmar,4271.55494,327.63163,2044.53624,6643.72281,-592.7022,6051.02061,-375.94104,-131.51,-507.45104,195.89291,,-462.23945,5277.22303,-1332.50374,70526.83401,108150,90000,4108.74391,194041.2561,2.751311027,0,241238.691,0,250000
43404,Farmar,4900.47964,241.21844,1800.17928,6941.87736,-657.93814,6283.93922,-380.03604,-131.51,-511.54604,-823.31834,,-567.44923,4381.62561,-1413.29264,68732.10134,116150,90000,5361.16757,200788.8324,2.921325385,0,241238.691,0,250000
43434,Farmar,4884.61021,289.38002,1186.28095,6360.27118,196.07659,6556.34777,-336.79143,-131.51,-468.30143,-582.98205,,-491.79249,5018.7718,-1398.69174,67958.75228,122150,90000,2892.85551,209257.1445,3.079178729,0,241238.691,0,250000
43465,Farmar,5641.65266,-57.06071,1240.37131,6824.96326,253.01191,7077.97517,-349.85138,-123.6358,-473.48718,-1825.56042,,-1369.85876,3403.56881,-1508.60113,65886.05196,128150,90000,1954.67682,216195.3232,3.281351921,0,241238.691,0,250000
43496,Farmar,5516.03537,400.92599,1276.35265,7193.31401,291.46571,7484.77972,-381.25926,-133.00596,-514.26522,-728.37535,,-641.31091,5600.82824,-1632.23655,63411.76777,143150,90000,7160.81408,225989.1859,3.563836712,0,241238.691,0,250000
43524,Farmar,6018.55331,413.51859,1288.77101,7720.84291,226.25432,7947.09723,-406.08382,-133.00596,-539.08978,-1133.48635,,-585.38328,5689.13782,-1510.15691,62191.69639,153150,90000,10878.38481,232271.6152,3.734768927,0,241238.691,0,250000
43555,Farmar,9070.2289,313.7422,1419.19733,10803.16843,10.81319,10813.98162,-549.16092,-133.00596,-682.16688,-966.80182,,-771.54686,8393.46606,-1689.66276,64129.82859,161150,90000,10860.59799,240289.402,3.746921008,0,241238.691,0,250000
