Date,SUB-ASSET,Oil Revenue - TOTAL,Gas Revenue - TOTAL,NGL Revenue - TOTAL,Company Revenue - TOTAL,Hedges,Revenue net of Hedges,Sev Taxes,Ad Val Taxes,Production Taxes - TOTAL,Operating Expenses,Midstream / Marketing Expenses,SG&A,EBITDAX,Interest Exp,TTM EBITDAX,1L Debt,2L Debt,BS Cash,Net Debt,Net Leverage ,Mezz Pref,Pref Equity - Class A,Common Equity - Class B,Borrowing Base
43585,Farmar,10007.37962,-179.99271,1306.99073,11134.37764,-392.98649,10741.39115,-546.70343,-133.00596,-679.70939,-1148.24986,,-683.44779,8229.98411,-1658.63724,65592.01723,171150,90000,7634.58758,253515.4124,3.865034544,0,241238.691,0,250000
43616,Farmar,9697.77425,-115.63723,1338.48913,10920.62615,-227.71824,10692.90791,-541.04298,-133.00596,-674.04894,-1154.19397,,-653.92823,8210.73677,-1722.8683,68364.76855,171150,90000,7264.02414,253885.9759,3.713696122,0,241238.691,0,250000
43646,Farmar,7568.42715,-189.44624,787.73874,8166.71965,-95.70962,8071.01003,-395.8563,-133.00596,-528.86226,-845.303,,-657.18787,6039.6569,-1658.76616,69616.82351,171150,90000,6367.52686,254782.4731,3.651725962,0,241238.691,0,250000
43677,Farmar,7949.28326,416.15792,575.44944,8940.89062,135.32055,9076.21117,-442.89816,-133.00596,-575.90412,-930.98511,,-643.70635,6925.61559,-1573.84997,71433.55553,181150,90000,3593.02333,267556.9767,3.751038262,0,241238.691,0,250000
43708,Farmar,7425.893,539.96272,422.3675,8388.22322,268.30075,8656.52397,-413.19122,-142.83635,-556.02757,-885.08481,,-679.84627,6535.56532,-1585.95169,73706.18006,181150,90000,1518.08287,269631.9171,3.665565232,0,241238.691,0,250000
43738,Farmar,8682.33393,276.65004,369.95829,9328.94226,-7.36302,9321.57924,-453.2608,-134.23476,-587.49556,-862.384,,-632.92371,7238.77597,-1532.29475,75667.733,181150,90000,1247.82842,269902.1716,3.55,0,241238.691,0,250000
43769,Farmar,9574.24015,296.4968,721.44999,10592.18694,173.72702,10765.91396,-520.2227,-134.23476,-654.45746,-703.543,,-731.00903,8676.90447,-1647,79963.01186,197150,90000,3732.79659,283417.2034,3.544353781,0,241238.691,0,250000
43799,Farmar,9666.34263,445.64971,741.01078,10853.00312,-110.45213,10742.55099,-537.05256,-134.23476,-671.28732,-1271.37953,,-749.13961,8050.74453,-1589.004,82994.98459,197150,90000,8231.63231,278918.3677,3.360665335,0,241238.691,0,250000
43830,Farmar,9922.74888,538.95827,-290.17877,10171.52838,-327.783,9843.74538,-533,-34.742,-567.742,-1667.324,,-1165.098,6443.58138,-1613.477,86034.99716,192150,90000,1654.40041,280495.5996,3.260250001,0,241238.691,0,250000
43861,Farmar,9447.99656,201.07663,292.52627,9941.59946,41.551,9983.15046,-473.99341,-134.234,-608.22741,-894.53,,-619.666,7860.72681,-1565.64,88294.89597,200150,90000,6586.57027,283563.4297,3.211549508,0,241238.691,0,250000
43890,Farmar,7874.51213,100.1784,385.64129,8360.33182,746.90479,9107.23661,-400.62401,-134.23476,-534.85877,-1309.74642,,-641.85927,6620.77215,-1455.78,89226.43538,200150,90000,6831.50949,283318.4905,3.175275234,0,241238.691,0,250000
43921,Farmar,5433.6157,-52.21665,80.45625,5461.8553,4406.053,9867.9083,-254.55266,-143.32566,-397.87832,-1068.02643,,-695.5766,7706.42695,-1453.51,88539.39627,200150,90000,1474.53262,288675.4674,3.260418294,0,241238.691,0,250000
43951,Farmar,2585.46373,36.65844,-0.34813,2621.77404,5710.55811,8332.33215,-123.1309,-166.59806,-289.72896,-1009.75755,,-586.71281,6446.13283,-1377.07,86755.54499,208150,90000,7442.22612,290707.7739,3.350884072,0,241238.691,0,250000
43982,Farmar,2974.72828,489.46686,379.48232,3843.67746,3783.28005,7626.95751,-207.35526,-144.59839,-351.95365,-844.07309,,-615.55402,5815.37675,-1333.41187,84360.18497,208150,90000,5808.64678,292341.3532,3.465394882,0,241238.691,0,250000
44012,Farmar,5827.03355,238.22598,709.64626,6774.90579,2221.5259,8996.43169,-342.41649,-144.59839,-487.01488,-1049.89606,,-614.8328,6844.68795,-1367.72448,85165.3107,205150,90000,3909.76115,291240.2389,3.419705,0,241238.691,0,215000
44043,Farmar,5731.51815,285.38048,702.0135,6718.91213,1737.70811,8456.62024,-340.28169,-144.5984,-484.88009,-944.95094,,-641.5847,6385.20451,-1503.72235,84624.89962,200000,90000,3932.57148,286067.4285,3.380416754,0,241238.691,0,215000
44074,Farmar,4763.4412,438.89808,1170.03592,6372.3752,1368.47229,7740.84749,-344.14474,-144.5984,-488.74314,-712.06099,,-580.33132,5959.71204,-1489.76061,84049.04634,197000,90000,6178.83329,280821.1667,3.341158275,0,241238.691,0,215000
44104,Farmar,4873.71125,566.95827,903.63984,6344.30936,1708.32554,8052.6349,-334.3708,-105.64735,-440.01815,-1267.99278,,-637.42028,5657.06851,-1420.65386,82467.33888,198000,90000,3431.25007,284568.7499,3.450684281,0,241238.691,0,215000
44135,Farmar,5709.89778,560.39487,1057.50561,7327.79826,1616.99922,8944.79748,-387.46444,-124.48227,-511.94671,-1031.13753,,-706.98388,6717.22936,-1470.61695,80507.41788,198000,90000,2903.7127,285096.2873,3.541242469,0,241238.691,0,215000
44165,Farmar,5891.79303,749.07409,1399.09134,8039.95846,1065.08799,9105.04645,-417.03958,-169.88154,-586.92112,-1190.04775,,-693.45878,6657.1188,-1437.17454,79113.79215,198000,90000,4041.43888,283958.5611,3.589242197,0,241238.691,0,215000
44196,Farmar,6808.68248,1157.40551,1110.59129,9076.67928,-170.62996,8906.04932,-412.11169,-115.48306,-527.59475,-1185.13735,,-239.61368,6976.20354,-1479.04009,79646.6602,196000,90000,3790.02882,282209.9712,3.38,0,286238.691,0,215000
44227,Farmar,8574.65942,1177.48545,1686.47234,11438.61721,-1503.21479,9935.40242,-586.44321,-146.71525,-733.15846,-1307.77732,,-593.88266,7324.16648,-1479.07685,79110.09987,199000,90000,4333.50055,284666.4995,3.598358489,0,286238.691,0,215000
44255,Farmar,7580.14983,862.87955,1647.07667,10090.10605,-2621.00561,7469.10044,-516.73828,-146.71525,-663.45353,-1030.97266,,-619.33021,5155.34404,-1359.20512,77644.67176,203000,90000,9003.39903,283996.601,3.657644427,0,286238.691,0,215000
44286,Farmar,10395.9055,1405.11554,2428.56434,14229.58538,-3180.57434,11049.01104,-777.82649,-146.71525,-924.54174,-803.49422,,-674.75087,8646.22421,-1495.3249,78584.46902,203000,90000,13708.72229,279291.2777,3.47,0,286238.691,0,215000
44316,Farmar,8932.47967,949.73169,2201.07636,12083.28772,-2894.56575,9188.72197,-672.88573,-146.71525,-819.60098,-989.39506,,-698.65509,6681.07084,-1453.01284,78819.40703,200000,90000,16112.12449,273887.8755,3.47487866,0,286238.691,0,215000
44347,Farmar,10762.61647,2271.60569,4724.46836,17758.69052,-3612.75789,14145.93263,-1012.34633,9.42838,-1002.91795,-1284.51146,,-672.50242,11186.0008,-1489.69036,84190.03108,200000,90000,13700.91296,276299.087,3.281850398,0,286238.691,0,215000
44377,Farmar,10761.08239,517.92864,973.6981,12252.70913,-4848.12456,7404.58457,-574.1374,-115.78844,-689.92584,-1247.15013,,-533.22408,4934.28452,-1414.57448,82279.62765,195000,90000,7282.92368,277717.0763,3.47,0,286238.691,0,215000
