Date,SUB-ASSET,Oil Revenue - TOTAL,Gas Revenue - TOTAL,NGL Revenue - TOTAL,Company Revenue - TOTAL,Hedges,Revenue net of Hedges,Sev Taxes,Ad Val Taxes,Production Taxes - TOTAL,Operating Expenses,Midstream / Marketing Expenses,SG&A,EBITDAX,Interest Exp,TTM EBITDAX,1L Debt,2L Debt,BS Cash,Net Debt,Net Leverage ,Mezz Pref,Pref Equity - Class A,Common Equity - Class B,Borrowing Base
43131,Foreland I,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,
43159,Foreland I,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,
43190,Foreland I,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,
43220,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43251,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43281,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43312,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43343,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43373,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43404,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43434,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43465,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
43496,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,625,0,0,0,0,0,0,0,0,0
43524,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,1250,0,0,0,0,0,0,0,0,0
43555,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,1875,0,0,0,0,0,0,0,0,0
43585,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,2500,0,0,0,0,0,0,0,0,0
43616,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,3125,0,0,0,0,0,0,0,0,0
43646,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,3750,0,0,0,0,0,0,0,0,0
43677,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,4375,0,0,0,0,0,0,0,0,0
43708,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,5000,0,0,0,0,0,0,0,0,0
43738,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,5625,0,0,0,0,0,0,0,0,0
43769,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,6250,0,0,0,0,0,0,0,0,0
43799,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,6875,0,0,0,0,0,0,0,0,0
43830,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
43861,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
43890,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
43921,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
43951,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
43982,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44012,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44043,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44074,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44104,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44135,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44165,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44196,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44227,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44255,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44286,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44316,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44347,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44377,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44408,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
44439,Foreland I,0,0,0,0,0,0,0,0,0,0,,0,625,0,7500,0,0,0,0,0,0,0,0,0
