Date,gas_hsc_pct,gas_waha_pct,gas_all_pct,oil_midland_pct,oil_houston_pct,oil_all_pct,ngl_ethane_pct,ngl_propane_pct,ngl_n_butane_pct,ngl_iso_butane_pct,ngl_nat_gasoline_pct,ngl_all_pct
45046,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45077,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45107,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45138,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45169,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45199,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45230,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45260,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45291,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45322,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45351,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45382,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45412,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45443,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45473,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45504,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45535,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45565,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45596,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45626,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45657,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45688,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45716,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45747,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45777,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45808,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45838,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45869,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45900,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45930,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45961,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
45991,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
46022,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
46053,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
46081,0.36033025,0.63966975,1,1,0,1,1,1,1,1,1,1
