Date,SUB-ASSET,Oil Revenue - TOTAL,Gas Revenue - TOTAL,NGL Revenue - TOTAL,Company Revenue - TOTAL,Hedges,Revenue net of Hedges,Sev Taxes,Ad Val Taxes,Production Taxes - TOTAL,Operating Expenses,Midstream / Marketing Expenses,SG&A,EBITDAX,Interest Exp,TTM EBITDAX,1L Debt,2L Debt,BS Cash,Net Debt,Net Leverage ,Mezz Pref,Pref Equity - Class A,Common Equity - Class B,Borrowing Base
44012,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,519.7649943,0,8995.026868,0,0,0,0,0,0,0,0,0
44043,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,467.7884948,0,8551.866108,0,0,0,0,0,0,0,0,0
44074,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,421.0096453,0,8503.802892,0,0,0,0,0,0,0,0,0
44104,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,324.2011505,0,7955.358317,0,0,0,0,0,0,0,0,0
44135,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,6646.876522,0,0,0,0,0,0,0,0,0
44165,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,5236.594218,0,0,0,0,0,0,0,0,0
44196,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,3889.590077,0,0,0,0,0,0,0,0,0
44227,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,2869.976233,0,0,0,0,0,0,0,0,0
44255,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,2129.22193,0,0,0,0,0,0,0,0,0
44286,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,1892.901093,0,0,0,0,0,0,0,0,0
44316,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,1832.163456,0,0,0,0,0,0,0,0,0
44347,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,1732.764285,0,0,0,0,0,0,0,0,0
44377,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,1212.999291,0,0,0,0,0,0,0,0,0
44408,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
44439,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
44469,"Munson, FORE ONLY, FORE FULL",0,0,0,0,0,,0,0,0,0,,0,0,0,18.261,0,0,0,0,0,0,0,0,0
